일자,년,월,일,요일,휴일전날,본사정원수,본사휴가자수,본사출장자수,본사시간외근무명령서승인건수,현본사소속재택근무자수,식사가능자수,중식계,석식계,중식참여율,석식참여율,체감온도(중식),불쾌지수(중식),우산(중식),체감온도(석식),불쾌지수(석식),우산(석식),코로나신규확진자,거리두기단계
2018-04-17,2018,4,17,1,0,2714,39,261,413,0,2414,900,537,0.3728251864125932,0.22245236122618062,19.6,61,0,19.6,61,0,0,0.0
2018-04-18,2018,4,18,2,0,2714,49,268,0,0,2397,922,456,0.38464747601168126,0.1902377972465582,21.5,63,0,21.5,63,0,0,0.0
2018-04-19,2018,4,19,3,0,2714,98,288,285,0,2328,846,499,0.3634020618556701,0.21434707903780068,23.4,65,0,23.4,65,0,0,0.0
2018-04-20,2018,4,20,4,0,2714,194,303,42,0,2217,605,409,0.2728912945421741,0.18448353631032927,26.9,68,0,26.9,68,0,0,0.0
2018-04-23,2018,4,23,0,0,2714,89,235,440,0,2390,1246,569,0.5213389121338912,0.23807531380753139,12.7,52,1,12.7,52,1,0,0.0
2018-04-24,2018,4,24,1,0,2714,60,274,360,0,2380,940,587,0.3949579831932773,0.24663865546218489,13.8,55,0,13.8,55,0,0,0.0
2018-04-25,2018,4,25,2,0,2714,66,285,0,0,2363,851,0,0.36013542107490476,0.0,20.2,62,0,20.2,62,0,0,0.0
2018-04-26,2018,4,26,3,0,2714,69,293,266,0,2352,761,483,0.32355442176870747,0.20535714285714285,22.0,64,0,22.0,64,0,0,0.0
2018-04-27,2018,4,27,4,0,2714,205,304,40,0,2205,674,380,0.3056689342403628,0.17233560090702948,23.4,65,0,23.4,65,0,0,0.0
2018-04-30,2018,4,30,0,1,2714,646,180,107,0,1888,629,317,0.3331567796610169,0.16790254237288135,23.8,68,0,23.8,68,0,0,0.0
2018-05-02,2018,5,2,2,0,2721,110,247,0,0,2364,1137,535,0.48096446700507617,0.2263113367174281,20.6,64,0,20.6,64,0,0,0.0
2018-05-03,2018,5,3,3,0,2721,102,296,332,0,2323,883,436,0.38011192423590184,0.18768833405079638,18.8,61,0,18.8,61,0,0,0.0
2018-05-04,2018,5,4,4,1,2721,241,284,57,0,2196,630,440,0.28688524590163933,0.20036429872495445,20.3,62,0,20.3,62,0,0,0.0
2018-05-08,2018,5,8,1,0,2721,133,231,590,0,2357,1225,625,0.5197284683920238,0.26516758591429784,19.0,62,0,19.0,62,0,0,0.0
2018-05-09,2018,5,9,2,0,2721,86,269,0,0,2366,919,413,0.3884192730346577,0.17455621301775148,17.9,60,0,17.9,60,0,0,0.0
2018-05-10,2018,5,10,3,0,2721,80,291,369,0,2350,763,441,0.32468085106382977,0.1876595744680851,22.0,64,0,22.0,64,0,0,0.0
2018-05-11,2018,5,11,4,0,2721,183,296,48,0,2242,602,445,0.26851025869759143,0.19848349687778769,23.5,66,0,23.5,66,0,0,0.0
2018-05-14,2018,5,14,0,0,2721,100,229,490,0,2392,1229,536,0.5137959866220736,0.22408026755852842,27.2,70,0,27.2,70,0,0,0.0
2018-05-15,2018,5,15,1,0,2721,64,272,457,0,2385,1004,620,0.4209643605870021,0.259958071278826,28.9,72,0,28.9,72,0,0,0.0
2018-05-16,2018,5,16,2,0,2721,58,264,0,0,2399,1031,472,0.42976240100041685,0.19674864526886202,23.5,70,0,23.5,70,0,0,0.0
2018-05-17,2018,5,17,3,0,2721,71,278,343,0,2372,811,473,0.34190556492411467,0.1994097807757167,25.7,72,0,25.7,72,0,0,0.0
2018-05-18,2018,5,18,4,0,2721,145,302,29,0,2274,563,399,0.24758135444151275,0.17546174142480211,27.5,74,0,27.5,74,0,0,0.0
2018-05-21,2018,5,21,0,1,2721,861,144,139,0,1716,543,234,0.31643356643356646,0.13636363636363635,20.6,64,0,20.6,64,0,0,0.0
2018-05-23,2018,5,23,2,0,2721,89,246,0,0,2386,1065,477,0.4463537300922045,0.19991617770326908,26.2,69,0,26.2,69,0,0,0.0
2018-05-24,2018,5,24,3,0,2721,64,281,379,0,2376,754,494,0.31734006734006737,0.2079124579124579,26.9,69,0,26.9,69,0,0,0.0
2018-05-25,2018,5,25,4,0,2721,136,293,70,0,2292,594,432,0.2591623036649215,0.18848167539267016,27.5,69,0,27.5,69,0,0,0.0
2018-05-28,2018,5,28,0,0,2721,92,221,495,0,2408,1306,594,0.542358803986711,0.24667774086378738,21.2,66,1,21.2,66,1,0,0.0
2018-05-29,2018,5,29,1,0,2721,73,258,422,0,2390,931,552,0.3895397489539749,0.2309623430962343,27.7,72,0,27.7,72,0,0,0.0
2018-05-30,2018,5,30,2,0,2721,80,281,0,0,2360,876,0,0.3711864406779661,0.0,28.1,74,0,28.1,74,0,0,0.0
2018-05-31,2018,5,31,3,0,2721,90,283,242,0,2348,856,525,0.3645655877342419,0.22359454855195912,25.9,68,0,25.9,68,0,0,0.0
2018-06-01,2018,6,1,4,0,2728,180,291,55,0,2257,649,395,0.2875498449268941,0.1750110766504209,31.5,74,0,31.5,74,0,0,0.0
2018-06-04,2018,6,4,0,0,2728,158,215,519,0,2355,1211,564,0.5142250530785563,0.2394904458598726,28.9,73,0,28.9,73,0,0,0.0
2018-06-05,2018,6,5,1,1,2728,163,233,253,0,2332,884,526,0.379073756432247,0.225557461406518,22.2,66,0,22.2,66,0,0,0.0
2018-06-07,2018,6,7,3,0,2728,187,265,379,0,2276,890,475,0.39103690685413006,0.2086994727592267,31.6,76,0,31.6,76,0,0,0.0
2018-06-08,2018,6,8,4,0,2728,252,288,65,0,2188,631,458,0.2883912248628885,0.2093235831809872,30.0,74,0,30.0,74,0,0,0.0
2018-06-11,2018,6,11,0,0,2728,153,195,490,0,2380,1228,557,0.5159663865546219,0.23403361344537815,20.8,64,0,20.8,64,0,0,0.0
2018-06-12,2018,6,12,1,1,2728,156,234,249,0,2338,905,441,0.3870829769033362,0.18862275449101795,21.3,65,0,21.3,65,0,0,0.0
2018-06-14,2018,6,14,3,0,2728,190,260,381,0,2278,936,464,0.4108867427568042,0.20368744512730466,25.4,69,0,25.4,69,0,0,0.0
2018-06-15,2018,6,15,4,0,2728,234,295,44,0,2199,639,442,0.29058663028649384,0.20100045475216008,24.3,68,0,24.3,68,0,0,0.0
2018-06-18,2018,6,18,0,0,2728,87,229,335,0,2412,1069,485,0.4432006633499171,0.20107794361525705,29.9,74,0,29.9,74,0,0,0.0
2018-06-19,2018,6,19,1,0,2728,68,247,415,0,2413,952,537,0.3945296311645255,0.2225445503522586,25.8,71,0,25.8,71,0,0,0.0
2018-06-20,2018,6,20,2,0,2728,73,257,0,0,2398,875,448,0.3648874061718098,0.18682235195996663,30.1,74,0,30.1,74,0,0,0.0
2018-06-21,2018,6,21,3,0,2728,72,282,329,0,2374,791,550,0.33319292333614153,0.2316764953664701,31.9,74,0,31.9,74,0,0,0.0
2018-06-22,2018,6,22,4,0,2728,178,305,50,0,2245,552,448,0.24587973273942093,0.19955456570155902,30.5,73,0,30.5,73,0,0,0.0
2018-06-25,2018,6,25,0,0,2728,104,240,424,0,2384,1128,537,0.47315436241610737,0.22525167785234898,32.3,77,0,32.3,77,0,0,0.0
2018-06-26,2018,6,26,1,0,2728,71,243,384,0,2414,1012,583,0.41922120961060483,0.24150787075393537,25.1,71,0,25.1,71,0,0,0.0
2018-06-27,2018,6,27,2,0,2728,66,277,0,0,2385,957,0,0.40125786163522015,0.0,27.5,75,1,27.5,75,1,0,0.0
2018-06-28,2018,6,28,3,0,2728,83,286,234,0,2359,803,449,0.3403984739296312,0.1903348876642645,23.0,69,1,23.0,69,1,0,0.0
2018-06-29,2018,6,29,4,0,2728,210,299,12,0,2219,507,371,0.2284812978819288,0.167192429022082,28.5,75,0,28.5,75,0,0,0.0
2018-07-02,2018,7,2,0,0,2704,96,209,130,0,2399,1258,609,0.5243851604835348,0.2538557732388495,29.5,77,0,29.5,77,0,0,0.0
2018-07-03,2018,7,3,1,0,2704,71,220,232,0,2413,975,528,0.4040613344384584,0.21881475341898052,26.0,73,1,26.0,73,1,0,0.0
2018-07-04,2018,7,4,2,0,2704,94,237,0,0,2373,791,488,0.3333333333333333,0.20564686051411715,33.0,79,0,33.0,79,0,0,0.0
2018-07-05,2018,7,5,3,0,2704,93,270,234,0,2341,876,509,0.3741990602306707,0.21742844938060657,25.1,72,1,25.1,72,1,0,0.0
2018-07-06,2018,7,6,4,0,2704,194,289,36,0,2221,661,389,0.2976136875281405,0.17514633048176498,23.5,69,1,23.5,69,1,0,0.0
2018-07-09,2018,7,9,0,0,2704,139,228,300,0,2337,1097,519,0.46940522036799315,0.2220795892169448,21.7,66,1,21.7,66,1,0,0.0
2018-07-10,2018,7,10,1,0,2704,96,251,292,0,2357,838,524,0.3555366991938905,0.2223165040305473,28.1,75,0,28.1,75,0,0,0.0
2018-07-11,2018,7,11,2,0,2704,95,255,1,0,2354,894,435,0.3797790994052676,0.18479184367034834,32.5,79,0,32.5,79,0,0,0.0
2018-07-12,2018,7,12,3,0,2704,102,270,244,0,2332,764,487,0.3276157804459691,0.2088336192109777,32.3,79,0,32.3,79,0,0,0.0
2018-07-13,2018,7,13,4,0,2704,200,302,29,0,2202,585,394,0.2656675749318801,0.17892824704813806,33.9,81,0,33.9,81,0,0,0.0
2018-07-16,2018,7,16,0,0,2704,150,199,318,0,2355,1061,529,0.4505307855626327,0.22462845010615712,34.9,82,0,34.9,82,0,0,0.0
2018-07-17,2018,7,17,1,0,2704,111,256,307,0,2337,1116,451,0.47753530166880614,0.19298245614035087,34.2,81,0,34.2,81,0,0,0.0
2018-07-18,2018,7,18,2,0,2704,108,254,0,0,2342,839,407,0.3582408198121264,0.17378309137489326,34.7,81,0,34.7,81,0,0,0.0
2018-07-19,2018,7,19,3,0,2704,113,285,265,0,2306,748,554,0.32437120555073723,0.24024284475281873,35.5,81,0,35.5,81,0,0,0.0
2018-07-20,2018,7,20,4,0,2704,273,291,49,0,2140,489,394,0.22850467289719625,0.18411214953271027,35.8,81,0,35.8,81,0,0,0.0
2018-07-23,2018,7,23,0,0,2704,224,223,341,0,2257,991,515,0.43907842268498004,0.22817899867080194,34.7,81,0,34.7,81,0,0,0.0
2018-07-24,2018,7,24,1,0,2704,201,232,392,0,2271,886,526,0.3901365037428446,0.23161602818141788,34.9,82,0,34.9,82,0,0,0.0
2018-07-25,2018,7,25,2,0,2704,226,256,1,0,2222,760,0,0.342034203420342,0.0,36.1,82,0,36.1,82,0,0,0.0
2018-07-26,2018,7,26,3,0,2704,272,265,299,0,2167,714,484,0.3294877711121366,0.2233502538071066,36.9,82,0,36.9,82,0,0,0.0
2018-07-27,2018,7,27,4,0,2704,403,271,59,0,2030,589,388,0.29014778325123153,0.19113300492610838,38.1,84,0,38.1,84,0,0,0.0
2018-07-30,2018,7,30,0,0,2704,487,193,401,0,2024,944,436,0.466403162055336,0.21541501976284586,35.5,80,0,35.5,80,0,0,0.0
2018-07-31,2018,7,31,1,0,2704,433,228,287,0,2043,789,494,0.38619676945668135,0.24180127263827705,34.7,80,0,34.7,80,0,0,0.0
2018-08-01,2018,8,1,2,0,2996,489,209,0,0,2298,820,395,0.3568320278503046,0.17188859878154916,36.3,81,0,36.3,81,0,0,0.0
2018-08-02,2018,8,2,3,0,2996,548,229,209,0,2219,631,425,0.28436232537178907,0.1915277151870212,36.6,81,0,36.6,81,0,0,0.0
2018-08-03,2018,8,3,4,0,2996,665,242,34,0,2089,540,367,0.2584968884633796,0.17568214456677836,35.0,81,0,35.0,81,0,0,0.0
2018-08-06,2018,8,6,0,0,2996,504,158,333,0,2334,1092,522,0.46786632390745503,0.2236503856041131,37.0,83,0,37.0,83,0,0,0.0
2018-08-07,2018,8,7,1,0,2996,469,206,366,0,2321,773,534,0.3330461008186127,0.23007324429125378,32.7,81,0,32.7,81,0,0,0.0
2018-08-08,2018,8,8,2,0,2996,470,235,0,0,2291,896,421,0.39109559144478395,0.18376254910519424,35.4,82,0,35.4,82,0,0,0.0
2018-08-09,2018,8,9,3,0,2996,491,227,271,0,2278,821,509,0.3604038630377524,0.22344161545215102,33.4,81,0,33.4,81,0,0,0.0
2018-08-10,2018,8,10,4,0,2996,562,254,30,0,2180,548,467,0.25137614678899084,0.21422018348623853,32.9,81,0,32.9,81,0,0,0.0
2018-08-13,2018,8,13,0,0,2996,575,184,297,0,2237,930,465,0.41573535985695126,0.20786767992847563,36.2,82,0,36.2,82,0,0,0.0
2018-08-14,2018,8,14,1,1,2996,551,217,153,0,2228,772,393,0.3464991023339318,0.17639138240574506,36.3,82,0,36.3,82,0,0,0.0
2018-08-16,2018,8,16,3,0,2996,481,228,228,0,2287,789,488,0.344993441189331,0.2133799737647573,32.1,80,0,32.1,80,0,0,0.0
2018-08-17,2018,8,17,4,0,2996,530,245,30,0,2221,646,482,0.2908599729851418,0.21701936064835659,29.5,74,0,29.5,74,0,0,0.0
2018-08-20,2018,8,20,0,0,2996,204,206,475,0,2586,1199,563,0.46365042536736273,0.2177107501933488,32.0,76,0,32.0,76,0,0,0.0
2018-08-21,2018,8,21,1,0,2996,168,237,355,0,2591,972,629,0.37514473176379776,0.24276341181011193,34.5,79,0,34.5,79,0,0,0.0
2018-08-22,2018,8,22,2,0,2996,147,238,0,0,2611,1000,536,0.38299502106472616,0.20528533129069323,35.7,81,0,35.7,81,0,0,0.0
2018-08-23,2018,8,23,3,0,2996,132,263,289,0,2601,835,577,0.32103037293348713,0.22183775470972703,29.3,77,1,29.3,77,1,0,0.0
2018-08-24,2018,8,24,4,0,2996,219,284,46,0,2493,678,529,0.2719614921780987,0.21219414360208583,31.4,78,0,31.4,78,0,0,0.0
2018-08-27,2018,8,27,0,0,2996,138,226,492,0,2632,1221,560,0.46390577507598785,0.2127659574468085,28.2,76,1,28.2,76,1,0,0.0
2018-08-28,2018,8,28,1,0,2996,104,243,376,0,2649,873,593,0.32955832389580975,0.22385805964514913,32.2,80,0,32.2,80,0,0,0.0
2018-08-29,2018,8,29,2,0,2996,103,258,0,0,2635,915,0,0.34724857685009486,0.0,32.0,78,0,32.0,78,0,0,0.0
2018-08-30,2018,8,30,3,0,2996,106,264,304,0,2626,849,556,0.3233054074638233,0.21172886519421172,31.4,79,0,31.4,79,0,0,0.0
2018-08-31,2018,8,31,4,0,2996,216,289,70,0,2491,817,424,0.32798073063026895,0.1702127659574468,25.9,73,1,25.9,73,1,0,0.0
2018-09-03,2018,9,3,0,0,2763,122,233,393,0,2408,1213,577,0.5037375415282392,0.23961794019933555,24.9,71,1,24.9,71,1,0,0.0
2018-09-04,2018,9,4,1,0,2763,91,262,404,0,2410,938,604,0.3892116182572614,0.25062240663900415,29.4,75,0,29.4,75,0,0,0.0
2018-09-05,2018,9,5,2,0,2763,93,269,0,0,2401,829,425,0.3452728029987505,0.17700957934194086,30.2,74,0,30.2,74,0,0,0.0
2018-09-06,2018,9,6,3,0,2763,106,283,280,0,2374,830,538,0.34962089300758215,0.22662173546756528,26.6,71,0,26.6,71,0,0,0.0
2018-09-07,2018,9,7,4,0,2763,164,303,56,0,2296,581,467,0.2530487804878049,0.203397212543554,24.3,69,0,24.3,69,0,0,0.0
2018-09-10,2018,9,10,0,0,2763,99,243,343,0,2421,1144,535,0.4725320115654688,0.22098306484923586,27.1,71,0,27.1,71,0,0,0.0
2018-09-11,2018,9,11,1,0,2763,67,272,370,0,2424,960,570,0.39603960396039606,0.23514851485148514,25.2,69,0,25.2,69,0,0,0.0
2018-09-12,2018,9,12,2,0,2763,73,300,0,0,2390,805,435,0.3368200836820084,0.18200836820083682,27.9,73,0,27.9,73,0,0,0.0
2018-09-13,2018,9,13,3,0,2763,67,306,297,0,2390,882,571,0.36903765690376567,0.23891213389121338,25.1,68,1,25.1,68,1,0,0.0
2018-09-14,2018,9,14,4,0,2763,174,313,132,0,2276,405,375,0.17794376098418277,0.1647627416520211,24.0,70,1,24.0,70,1,0,0.0
2018-09-17,2018,9,17,0,0,2763,91,252,465,0,2420,1189,522,0.49132231404958676,0.21570247933884298,28.1,73,0,28.1,73,0,0,0.0
2018-09-18,2018,9,18,1,0,2763,67,289,446,0,2407,946,597,0.3930203572912339,0.24802658911508102,28.1,73,0,28.1,73,0,0,0.0
2018-09-19,2018,9,19,2,0,2763,77,288,0,0,2398,833,0,0.34737281067556297,0.0,25.5,70,0,25.5,70,0,0,0.0
2018-09-20,2018,9,20,3,0,2763,93,277,385,0,2393,817,468,0.3414124529878813,0.19557041370664438,23.7,69,0,23.7,69,0,0,0.0
2018-09-21,2018,9,21,4,0,2763,260,241,51,0,2262,929,247,0.41069849690539345,0.10919540229885058,21.5,66,1,21.5,66,1,0,0.0
2018-10-08,2018,10,8,0,1,2805,424,233,216,0,2148,895,442,0.4166666666666667,0.20577281191806332,22.5,64,0,22.5,64,0,0,0.0
2018-10-10,2018,10,10,2,0,2805,80,232,1044,0,2493,1319,751,0.5290814279983955,0.3012434817488969,20.0,62,0,20.0,62,0,0,0.0
2018-10-11,2018,10,11,3,0,2805,67,240,430,0,2498,1211,743,0.48478783026421135,0.29743795036028825,17.6,59,0,17.6,59,0,0,0.0
2018-10-12,2018,10,12,4,0,2805,192,288,28,0,2325,622,467,0.2675268817204301,0.20086021505376345,17.4,59,0,17.4,59,0,0,0.0
2018-10-15,2018,10,15,0,0,2805,101,243,268,0,2461,1235,533,0.5018285249898415,0.2165786265745632,21.6,64,0,21.6,64,0,0,0.0
2018-10-16,2018,10,16,1,0,2805,63,273,315,0,2469,928,570,0.3758606723369785,0.23086269744835966,17.9,59,0,17.9,59,0,0,0.0
2018-10-17,2018,10,17,2,0,2805,68,294,0,0,2443,761,422,0.31150225133033155,0.17273843634875152,22.1,62,0,22.1,62,0,0,0.0
2018-10-18,2018,10,18,3,0,2805,74,299,175,0,2432,857,532,0.35238486842105265,0.21875,19.3,61,0,19.3,61,0,0,0.0
2018-10-19,2018,10,19,4,0,2805,207,303,40,0,2295,627,430,0.27320261437908494,0.18736383442265794,26.0,63,0,26.0,63,0,0,0.0
2018-10-22,2018,10,22,0,0,2805,141,236,290,0,2428,1176,498,0.4843492586490939,0.20510708401976935,19.5,61,0,19.5,61,0,0,0.0
2018-10-23,2018,10,23,1,0,2805,73,277,243,0,2455,902,446,0.3674134419551935,0.18167006109979633,19.6,62,0,19.6,62,0,0,0.0
2018-10-24,2018,10,24,2,0,2805,82,299,1,0,2424,777,464,0.32054455445544555,0.19141914191419143,19.4,61,0,19.4,61,0,0,0.0
2018-10-25,2018,10,25,3,0,2805,110,315,158,0,2380,722,469,0.3033613445378151,0.19705882352941176,19.7,61,0,19.7,61,0,0,0.0
2018-10-26,2018,10,26,4,0,2805,263,308,25,0,2234,528,370,0.23634735899731424,0.1656222023276634,19.0,57,0,19.0,57,0,0,0.0
2018-10-29,2018,10,29,0,0,2805,155,250,316,0,2400,1156,596,0.4816666666666667,0.24833333333333332,18.9,58,1,18.9,58,1,0,0.0
2018-10-30,2018,10,30,1,0,2805,89,300,206,0,2416,932,449,0.38576158940397354,0.18584437086092714,14.9,56,0,14.9,56,0,0,0.0
2018-10-31,2018,10,31,2,0,2805,111,306,0,0,2388,930,0,0.38944723618090454,0.0,15.4,56,0,15.4,56,0,0,0.0
2018-11-01,2018,11,1,3,0,2815,89,299,172,0,2427,703,483,0.2896580140090647,0.19901112484548825,20.1,57,0,20.1,57,0,0,0.0
2018-11-02,2018,11,2,4,0,2815,211,299,43,0,2305,539,434,0.23383947939262473,0.18828633405639914,16.9,58,0,16.9,58,0,0,0.0
2018-11-05,2018,11,5,0,0,2815,104,248,391,0,2463,1088,542,0.44173771822980107,0.2200568412505075,18.7,60,0,18.7,60,0,0,0.0
2018-11-06,2018,11,6,1,0,2815,69,269,393,0,2477,813,540,0.32821962050867987,0.21800565199838515,22.6,61,0,22.6,61,0,0,0.0
2018-11-07,2018,11,7,2,0,2815,68,299,0,0,2448,860,379,0.35130718954248363,0.1548202614379085,17.6,59,0,17.6,59,0,0,0.0
2018-11-08,2018,11,8,3,0,2815,72,285,305,0,2458,926,443,0.37672904800650936,0.18022782750203417,15.9,56,1,15.9,56,1,0,0.0
2018-11-09,2018,11,9,4,0,2815,185,302,38,0,2328,496,454,0.21305841924398625,0.1950171821305842,17.2,58,0,17.2,58,0,0,0.0
2018-11-12,2018,11,12,0,0,2815,123,228,401,0,2464,1154,574,0.46834415584415584,0.23295454545454544,15.7,57,0,15.7,57,0,0,0.0
2018-11-13,2018,11,13,1,0,2815,91,280,328,0,2444,783,468,0.32037643207855976,0.19148936170212766,15.6,56,0,15.6,56,0,0,0.0
2018-11-14,2018,11,14,2,0,2815,89,263,0,0,2463,800,391,0.32480714575720665,0.15874949248883474,16.6,57,0,16.6,57,0,0,0.0
2018-11-15,2018,11,15,3,0,2815,147,282,291,0,2386,747,540,0.31307627829002516,0.22632020117351215,16.9,58,0,16.9,58,0,0,0.0
2018-11-16,2018,11,16,4,0,2815,251,295,59,0,2269,616,435,0.27148523578669015,0.19171441163508154,13.6,52,0,13.6,52,0,0,0.0
2018-11-19,2018,11,19,0,0,2815,118,230,416,0,2467,1124,442,0.4556141062018646,0.17916497770571543,15.4,56,0,15.4,56,0,0,0.0
2018-11-20,2018,11,20,1,0,2815,70,278,344,0,2467,740,485,0.29995946493717063,0.19659505472233482,13.7,55,0,13.7,55,0,0,0.0
2018-11-21,2018,11,21,2,0,2815,81,290,0,0,2444,832,411,0.3404255319148936,0.1681669394435352,10.4,49,0,10.4,49,0,0,0.0
2018-11-22,2018,11,22,3,0,2815,80,287,325,0,2448,718,436,0.29330065359477125,0.1781045751633987,9.2,52,0,9.2,52,0,0,0.0
2018-11-23,2018,11,23,4,0,2815,222,305,57,0,2288,527,363,0.23033216783216784,0.15865384615384615,10.0,51,0,10.0,51,0,0,0.0
2018-11-26,2018,11,26,0,0,2815,107,215,447,0,2493,1077,476,0.43200962695547535,0.19093461692739672,13.3,52,0,13.3,52,0,0,0.0
2018-11-27,2018,11,27,1,0,2815,60,264,418,0,2491,839,529,0.33681252509032517,0.21236451224407868,14.4,55,0,14.4,55,0,0,0.0
2018-11-28,2018,11,28,2,0,2815,69,298,1,0,2448,862,0,0.352124183006536,0.0,15.0,56,0,15.0,56,0,0,0.0
2018-11-29,2018,11,29,3,0,2815,86,293,354,0,2436,794,454,0.32594417077175697,0.1863711001642036,12.5,53,0,12.5,53,0,0,0.0
2018-11-30,2018,11,30,4,0,2815,196,314,60,0,2305,543,362,0.23557483731019524,0.15704989154013016,13.8,54,0,13.8,54,0,0,0.0
2018-12-03,2018,12,3,0,0,2846,80,187,798,0,2579,1248,544,0.4839084916634354,0.21093447072508725,16.4,55,1,16.4,55,1,0,0.0
2018-12-04,2018,12,4,1,0,2846,64,246,802,0,2536,911,617,0.3592271293375394,0.24329652996845424,17.8,59,1,17.8,59,1,0,0.0
2018-12-05,2018,12,5,2,0,2846,87,254,0,0,2505,885,414,0.3532934131736527,0.16526946107784432,10.3,52,0,10.3,52,0,0,0.0
2018-12-06,2018,12,6,3,0,2846,90,266,589,0,2490,765,515,0.3072289156626506,0.20682730923694778,8.4,46,0,8.4,46,0,0,0.0
2018-12-07,2018,12,7,4,0,2846,182,300,83,0,2364,674,353,0.28510998307952623,0.1493231810490694,-1.1,41,0,-1.1,41,0,0,0.0
2018-12-10,2018,12,10,0,0,2846,98,204,863,0,2544,1201,597,0.47209119496855345,0.2346698113207547,4.0,46,0,4.0,46,0,0,0.0
2018-12-11,2018,12,11,1,0,2846,69,250,716,0,2527,883,569,0.3494261970716264,0.22516818361693708,5.6,41,1,5.6,41,1,0,0.0
2018-12-12,2018,12,12,2,0,2846,75,262,0,0,2509,788,354,0.3140693503387804,0.14109206855320844,4.4,46,0,4.4,46,0,0,0.0
2018-12-13,2018,12,13,3,0,2846,65,253,652,0,2528,765,475,0.3026107594936709,0.18789556962025317,7.5,46,0,7.5,46,0,0,0.0
2018-12-14,2018,12,14,4,0,2846,160,277,113,0,2409,664,411,0.27563304275633044,0.1706102117061021,5.4,46,0,5.4,46,0,0,0.0
2018-12-17,2018,12,17,0,0,2846,90,201,602,0,2555,1170,421,0.45792563600782776,0.16477495107632095,7.1,43,0,7.1,43,0,0,0.0
2018-12-18,2018,12,18,1,0,2846,87,243,525,0,2516,813,432,0.32313195548489665,0.17170111287758347,9.2,49,0,9.2,49,0,0,0.0
2018-12-19,2018,12,19,2,0,2846,86,256,0,0,2504,710,390,0.28354632587859424,0.15575079872204473,12.5,51,0,12.5,51,0,0,0.0
2018-12-20,2018,12,20,3,0,2846,106,242,235,0,2498,784,373,0.31385108086469177,0.14931945556445156,10.5,47,0,10.5,47,0,0,0.0
2018-12-21,2018,12,21,4,0,2846,175,261,163,0,2410,456,456,0.1892116182572614,0.1892116182572614,12.1,51,0,12.1,51,0,0,0.0
2018-12-24,2018,12,24,0,1,2846,894,159,26,0,1793,296,104,0.16508644729503624,0.05800334634690463,6.0,49,0,6.0,49,0,0,0.0
2018-12-26,2018,12,26,2,0,2846,184,241,0,0,2421,695,0,0.28707145807517553,0.0,10.7,51,0,10.7,51,0,0,0.0
2018-12-27,2018,12,27,3,0,2846,182,253,132,0,2411,517,251,0.21443384487764414,0.10410618000829532,1.5,46,0,1.5,46,0,0,0.0
2018-12-28,2018,12,28,4,0,2846,315,264,18,0,2267,491,406,0.21658579620644022,0.17909131010145568,-1.1,41,0,-1.1,41,0,0,0.0
2018-12-31,2018,12,31,0,0,2846,1085,132,28,0,1629,332,135,0.2038060159607121,0.08287292817679558,5.0,46,0,5.0,46,0,0,0.0
2019-01-02,2019,1,2,2,0,2985,108,129,0,0,2748,1201,407,0.4370451237263464,0.14810771470160117,5.0,45,0,5.0,45,0,0,0.0
2019-01-03,2019,1,3,3,0,2985,120,207,444,0,2658,858,494,0.3227990970654628,0.18585402558314523,4.8,45,0,4.8,45,0,0,0.0
2019-01-04,2019,1,4,4,0,2985,218,234,65,0,2533,668,482,0.26371891038294515,0.19028819581523884,6.1,44,0,6.1,44,0,0,0.0
2019-01-07,2019,1,7,0,0,2985,113,211,439,0,2661,1072,407,0.4028560691469372,0.1529500187899286,6.9,47,0,6.9,47,0,0,0.0
2019-01-08,2019,1,8,1,0,2985,98,223,444,0,2664,839,417,0.31493993993993996,0.15653153153153154,7.2,48,0,7.2,48,0,0,0.0
2019-01-09,2019,1,9,2,0,2985,85,225,0,0,2675,778,335,0.2908411214953271,0.1252336448598131,4.0,45,0,4.0,45,0,0,0.0
2019-01-10,2019,1,10,3,0,2985,94,243,363,0,2648,767,475,0.28965256797583083,0.17938066465256797,8.4,49,0,8.4,49,0,0,0.0
2019-01-11,2019,1,11,4,0,2985,177,251,1,0,2557,627,430,0.24520922956589752,0.16816581931951505,6.9,47,0,6.9,47,0,0,0.0
2019-01-14,2019,1,14,0,0,2985,99,186,487,0,2700,1163,573,0.43074074074074076,0.21222222222222223,8.0,46,0,8.0,46,0,0,0.0
2019-01-15,2019,1,15,1,0,2985,71,223,417,0,2691,963,569,0.35785953177257523,0.21144555927164624,8.6,47,0,8.6,47,0,0,0.0
2019-01-16,2019,1,16,2,0,2985,80,228,0,0,2677,1021,356,0.38139708629062385,0.13298468434815092,2.1,42,0,2.1,42,0,0,0.0
2019-01-17,2019,1,17,3,0,2985,71,247,326,0,2667,837,515,0.3138357705286839,0.19310086239220098,6.0,46,0,6.0,46,0,0,0.0
2019-01-18,2019,1,18,4,0,2985,196,276,1,0,2513,585,386,0.23278949462793475,0.15360127337843216,7.3,47,0,7.3,47,0,0,0.0
2019-01-21,2019,1,21,0,0,2985,114,199,468,0,2672,1270,579,0.4752994011976048,0.21669161676646706,5.7,46,0,5.7,46,0,0,0.0
2019-01-22,2019,1,22,1,0,2985,73,230,436,0,2682,889,564,0.331469052945563,0.21029082774049218,8.7,48,0,8.7,48,0,0,0.0
