,일자,석식메뉴
671,2018-11-06,"['미소장국', '쇠고기퀘사디아', '참치회덮밥', '과일샐러드', '포기김치', '락교']"
672,2018-11-07,"['된장찌개', '잡곡밥', '두부커틀릿', '깻잎지', '해물청경채볶음', '포기김치', '쌀밥']"
673,2018-11-08,"['해물까스*탈탈소스', '깍두기', '잡곡밥', '풍기샐러드', '부추무침', '뼈감자탕', '쌀밥']"
674,2018-11-09,"['포기김치', '잡곡밥', '메밀전병만두', '오이무침', '쇠고기장조림', '쌀밥', '콩비지찌개']"
675,2018-11-12,"['마파두부', '단배추나물', '잡곡밥', '유린기', '차돌박이찌개', '포기김치', '쌀밥']"
676,2018-11-13,"['통새우김밥', '고구마그라탕', '단무지무침', '미니짬뽕', '키위드레싱샐러드', '포기김치']"
677,2018-11-14,"['매운돼지갈비찜', '시금치된장국', '잡곡밥', '청경채생채', '옥수수계란찜', '포기김치', '쌀밥']"
678,2018-11-15,"['유부장국', '음료', '닭오븐구이', '볶음밥*짜장소스', '포기김치', '멕시칸샐러드']"
679,2018-11-16,"['미트볼케찹조림', '검정콩조림', '잡곡밥', '황태양념구이', '포기김치', '쌀밥', '콩가루배추국']"
680,2018-11-19,"['모듬소세지구이', '코다리양념조림', '잡곡밥', '닭개장', '포기김치', '치커리사과무침', '쌀밥']"
681,2018-11-20,"['콥샐러드', '깍두기', '가쯔오장국', '계란', '단무지', '김치볶음밥', '탄두리치킨']"
682,2018-11-21,"['감자채볶음', '열무된장국', '잡곡밥', '쫑상추무침', '포기김치', '삼겹살구이', '쌀밥']"
683,2018-11-22,"['양장피잡채', '해물수제비', '부추만두', '요플레', '멸치주먹밥', '포기김치']"
684,2018-11-23,"['고추장찌개', '잡곡밥', '고구마순나물', '돈육장조림', '김치전', '포기김치', '쌀밥']"
685,2018-11-26,"['우엉잡채', '깍두기', '굴비구이', '잡곡밥', '마늘쫑무침', '부대찌개', '쌀밥']"
686,2018-11-27,"['돈육강정', '참치주먹밥', '시금치흑임자샐러드', '잔치국수', '포기김치', '귤']"
687,2018-11-28,['없음']
688,2018-11-29,"['치커리사과생채', '미니함박조림', '잡곡밥', '해파리겨자채', '연두부탕', '포기김치', '쌀밥']"
689,2018-11-30,"['부추생채', '잡곡밥', '새송이버섯전', '깐풍기', '포기김치', '쌀밥', '어묵국']"
690,2018-12-03,"['해물파전', '돈육간장불고기', '양배추쌈*쌈장', '된장찌개', '잡곡밥', '포기김치', '쌀밥']"
691,2018-12-04,"['피클', '굴소스볶음밥', '쇠고기퀘사디아', '옥수수스프', '키위드레싱샐러드', '포기김치', '토마토스파게티']"
692,2018-12-05,"['모듬소세지볶음', '근대나물무침', '육개장', '잡곡밥', '삼치구이', '포기김치', '쌀밥']"
693,2018-12-06,"['알타리김치', '빠에야', '쌀국수', '과일주스', '웨지감자', '하와이안샐러드']"
694,2018-12-07,"['쇠고기샤브국', '잡곡밥', '오징어볶음', '무생채', '두부계란부침', '포기김치', '쌀밥']"
695,2018-12-10,"['미트볼케찹조림', '순두부찌개', '잡곡밥', '통도라지구이', '포기김치', '돈육잡채', '쌀밥']"
696,2018-12-11,"['떡볶이', '생선초밥', '우동', '과일샐러드', '포기김치', '락교']"
697,2018-12-12,"['오징어국', '잡곡밥', '청경채생채', '양념치킨', '오꼬노미야끼계란말이', '포기김치', '쌀밥']"
698,2018-12-13,"['단무지무침', '부추만두', '계란국', '짜장밥', '사천식탕수육', '포기김치']"
699,2018-12-14,"['안동찜닭', '잡곡밥', '열무나물무침', '새송이고추장구이', '포기김치', '김치찌개', '쌀밥']"
700,2018-12-17,"['된장찌개', '잡곡밥', '주꾸미볶음', '비엔나감자볶음', '포기김치', '숙주나물', '쌀밥']"
701,2018-12-18,"['김치말이국수', '꽃맛살샐러드', '석박지', '충무김밥', '귤', '오징어초무침']"
702,2018-12-19,"['고등어구이', '가지나물', '잡곡밥', '닭살겨자냉채', '포기김치', '쌀밥', '콩비지찌개']"
703,2018-12-20,"['옛날돈까스', '크림스프', '잡곡밥', '음료', '감자범벅', '수제피클', '양배추샐러드', '포기김치', '쌀밥']"
704,2018-12-21,"['생선까스*탈탈소스', '마파두부', '잡곡밥', '쇠고기미역국', '포기김치', '콩나물무침', '쌀밥']"
705,2018-12-24,"['잡곡밥', '오이무침', '버섯잡채', '포기김치', '닭갈비', '민물새우찌개', '쌀밥']"
706,2018-12-26,['없음']
707,2018-12-27,"['김밥볶음밥', '짬뽕', '깐풍기', '오복지무침', '키위드레싱샐러드', '포기김치']"
708,2018-12-28,"['육개장', '견과류조림', '코다리조림', '잡곡밥', '꽃맛살볶음', '포기김치', '쌀밥']"
709,2018-12-31,"['들깨시래기국', '잡곡밥', '계란찜', '참나물생채', '훈제오리볶음', '포기김치', '쌀밥']"
710,2019-01-02,"['두부양념조림', '잡곡밥', '배추겉절이', '마늘간장치킨', '부대찌개', '유채나물된장무침', '쌀밥']"
711,2019-01-03,"['우동', '깐풍육', '새우볶음밥', '콘샐러드', '포기김치', '락교']"
712,2019-01-04,"['미트볼떡조림', '호박나물', '잡곡밥', '도토리묵무침', '북어계란국', '포기김치', '쌀밥']"
713,2019-01-07,"['매운돼지갈비찜', '연두부*양념장', '잡곡밥', '물파래무침', '포기김치', '미역국', '쌀밥']"
714,2019-01-08,"['매쉬드포테이토', '유린기', '멸치주먹밥', '무피클', '잔치국수', '포기김치']"
715,2019-01-09,"['가지나물', '잡곡밥', '오징어볶음', '배추겉절이', '닭곰탕', '오꼬노미야끼계란말이', '쌀밥']"
716,2019-01-10,"['해물까스*칠리소스', '크림카레우동', '가쯔오국', '양배추샐러드', '닭갈비볶음밥', '포기김치', '귤']"
717,2019-01-11,"['세발나물', '잡곡밥', '해물순두부찌개', '셀프무쌈말이', '닭데리야끼구이', '포기김치', '쌀밥']"
718,2019-01-14,"['모듬소세지볶음', '깍두기', '굴비구이', '잡곡밥', '파래김*양념장', '김치찌개', '쌀밥']"
719,2019-01-15,"['로제파스타', '마늘빵', '주스', '팽이가쯔오장국', '키위드레싱샐러드', '목살필라프', '포기김치']"
720,2019-01-16,"['된장찌개', '잡곡밥', '해물김치전', '돈육장조림', '포기김치', '콩나물무침', '쌀밥']"
721,2019-01-17,"['오므라이스', '모듬튀김*칠리소스', '미역장국', '수제피클', '포기김치', '멕시칸샐러드']"
722,2019-01-18,"['아삭고추무침', '잡곡밥', '해물청경채볶음', '닭개장', '버섯잡채', '포기김치', '쌀밥']"
723,2019-01-21,"['부추생채', '잡곡밥', '주꾸미볶음', '차돌박이찌개', '두부새싹구이', '포기김치', '쌀밥']"
724,2019-01-22,"['미소장국', '또띠아피자', '참치회덮밥', '과일샐러드', '포기김치', '락교']"
725,2019-01-23,"['아욱국', '깍두기', '신김치도토리묵', '잡곡밥', '돈육강정', '숙주나물', '쌀밥']"
726,2019-01-24,"['국물떡볶이', '시저샐러드', '요플레', '김치주먹밥', '쌀국수', '포기김치']"
727,2019-01-25,"['동태전', '잡곡밥', '물파래무침', '포기김치', '쌀밥', '닭갈비', '콩비지찌개']"
728,2019-01-28,"['탕평채', '잡곡밥', '배추된장국', '미역레몬초무침', '양념갈비찜', '포기김치', '쌀밥']"
729,2019-01-29,"['딸기드레싱샐러드', '나가사끼짬뽕', '포기김치', '매실주스', '순대야채볶음', '김밥']"
730,2019-01-30,['없음']
731,2019-01-31,"['피클', '잡곡밥', '감자범벅', '주스', '옛날왕돈까스', '양배추샐러드', '옥수수스프', '포기김치', '쌀밥']"
732,2019-02-01,"['알타리김치', '참치김치찌개', '소고기모듬장조림', '잡곡밥', '셀프무쌈말이', '구이김', '쌀밥']"
733,2019-02-07,"['견과류조림', '잡곡밥', '양념치킨', '무생채', '연두부탕', '포기김치', '쌀밥']"
734,2019-02-08,"['미트볼케찹조림', '양념깻잎지', '잡곡밥', '해물누룽지탕', '포기김치', '쇠고기국', '쌀밥']"
735,2019-02-11,"['부추호박전', '오이사과생채', '된장찌개', '잡곡밥', '닭볶음탕', '포기김치', '쌀밥']"
736,2019-02-12,"['가쯔오장국', '주스', '단무지', '콘샐러드', '볶음밥*짜장소스', '사천식탕수육', '포기김치']"
737,2019-02-13,"['마파두부', '잡곡밥', '돈육간장볶음', '근대국', '포기김치', '콩나물무침', '쌀밥']"
738,2019-02-14,"['또띠아견과칩', '과일', '우동', '참치주먹밥', '케이준샐러드', '포기김치', '오이피클']"
739,2019-02-15,"['우엉잡채', '육개장', '취나물', '잡곡밥', '탕수어', '포기김치', '쌀밥']"
740,2019-02-18,"['홍어채무침', '돈육굴소스볶음', '세발나물', '잡곡밥', '얼갈이국', '포기김치', '쌀밥']"
741,2019-02-19,"['딸기드레싱샐러드', '가쯔오장국', '계란', '김치볶음밥', '탄두리치킨', '포기김치', '오렌지']"
742,2019-02-20,"['모듬소세지구이', '깍두기', '잡곡밥', '매운버섯국', '진미채무침', '가자미튀김', '쌀밥']"
743,2019-02-21,"['콥샐러드', '미니잔치국수', '무피클', '사과주스', '목살필라프', '포기김치', '생선까스*칠리소스']"
744,2019-02-22,"['동그랑땡전', '오징어국', '잡곡밥', '참나물생채', '포기김치', '닭갈비', '쌀밥']"
745,2019-02-25,"['콩나물국', '잡곡밥', '류산슬', '물파래무침', '포기김치', '돈육잡채', '쌀밥']"
746,2019-02-26,"['짬뽕', '유부초밥', '단무지', '깐풍기', '생과일플레인샐러드', '포기김치']"
747,2019-02-27,['없음']
748,2019-02-28,"['깍두기', '부추생채', '잡곡밥', '주꾸미볶음', '맛살전', '쌀밥', '소고기무국']"
749,2019-03-04,"['알타리김치', '도토리묵야채무침', '소고기장조림', '잡곡밥', '김치순두부찌개', '치커리생채', '쌀밥']"
750,2019-03-05,"['떡볶이', '방울토마토', '미니우동', '단무지', '김말이&만두튀김', '포기김치', '김밥']"
751,2019-03-06,"['애호박나물', '쇠고기샤브국', '고구마그라탕', '잡곡밥', '오징어볶음', '포기김치', '쌀밥']"
752,2019-03-07,"['단호박스프', '쇠고기퀘사디아', '음료', '볶음밥', '로제스파게티', '홍시드레싱샐러드', '포기김치']"
753,2019-03-08,"['포기김치', '치킨무', '사과오이무침', '잡곡밥', '수원왕갈비통닭', '오꼬노미야끼계란말이', '쌀밥', '시금치국']"
754,2019-03-11,"['유자청제육볶음', '된장찌개', '잡곡밥', '청경채생채', '두부구이*양념장', '포기김치', '쌀밥']"
755,2019-03-12,"['오므라이스', '모듬튀김*칠리소스', '미소장국', '무피클', '포기김치', '멕시칸샐러드', '오렌지']"
756,2019-03-13,"['깍두기', '잡곡밥', '수제비국', '꽃맛살볶음', '쌀밥', '콩나물무침', '순살파닭']"
757,2019-03-14,"['옛날돈까스', '양송이스프', '딸기드레싱샐러드', '음료', '감자범벅', '포기김치', '오이피클', '쌀밥']"
758,2019-03-15,"['우엉잡채', '부추생채', '달래된장국', '잡곡밥', '레몬탕수육', '포기김치', '쌀밥']"
759,2019-03-18,"['메추리알곤약조림', '잡곡밥', '배추된장국', '비트무생채', '포기김치', '닭갈비', '쌀밥']"
760,2019-03-19,"['꼬마김밥*겨자장', '해물까스', '파인애플주스', '케찹', '김치우동', '시금치흑임자샐러드', '포기김치']"
761,2019-03-20,"['고등어구이', '잡곡밥', '훈제오리냉채', '닭개장', '포기김치', '청포묵무침', '쌀밥']"
762,2019-03-21,"['수제고로케', '빠에야', '양배추피클', '쌀국수', '과일샐러드', '포기김치']"
763,2019-03-22,"['참치김치찌개', '해파리냉채', '언양식불고기', '잡곡밥', '시금치나물', '포기김치', '쌀밥']"
764,2019-03-25,"['감자채볶음', '시래기국', '잡곡밥', '상추파무침', '포기김치', '삼겹살구이', '쌀밥']"
765,2019-03-26,"['잡채밥&짜장소스', '떡꼬지', '맑은국', '음료', '간장치킨', '단무지', '포기김치']"
766,2019-03-27,['없음']
767,2019-03-28,"['모짜렐라핫도그', '샐러드', '석박지', '우동', '충무김밥', '바나나', '오징어초무침']"
768,2019-03-29,"['쇠고기샤브국', '동그랑땡전', '잡곡밥', '깐풍기', '열무나물', '포기김치', '쌀밥']"
769,2019-04-01,"['가자미양념찜', '감자국', '잡곡밥', '새송이너비아니구이', '포기김치', '콩나물무침', '쌀밥']"
770,2019-04-02,"['콥샐러드', '무피클', '탕수육', '사과주스', '목살필라프', '포기김치', '꼬지어묵국']"
771,2019-04-03,"['잡곡밥', '오이무침', '어묵잡채', '돈육장조림', '부대찌개', '포기김치', '쌀밥']"
772,2019-04-04,"['깍두기', '단호박*팥찜', '잡곡밥', '해물까스*와사비소스', '부추무침', '뼈감자탕', '쌀밥']"
773,2019-04-05,"['청국장찌개', '가지나물', '잡곡밥', '류산슬', '치즈함박스테이크', '포기김치', '쌀밥']"
774,2019-04-08,"['취나물', '해물파전', '잡곡밥', '김치두부국', '포기김치', '닭갈비', '쌀밥']"
775,2019-04-09,"['미소장국', '또띠아피자', '꽃맛살샐러드', '참치회덮밥', '포기김치', '락교', '오렌지']"
776,2019-04-10,"['육개장', '잡곡밥', '꽁치구이*와사비장', '청경채생채', '비엔나케찹볶음', '포기김치', '쌀밥']"
777,2019-04-11,"['깍두기', '새우튀김우동', '요플레', '베이컨김치볶음밥', '찐만두', '키위드레싱샐러드']"
778,2019-04-12,"['잡곡밥', '배추된장국', '돈육강정', '계란말이', '숙주나물', '포기김치', '쌀밥']"
779,2019-04-15,"['마파두부', '열무김치', '잡곡밥', '부추겉절이', '차돌박이찌개', '가자미카레튀김', '쌀밥']"
780,2019-04-16,"['감자튀김', '크림스프', '토마토스파게티(작은밥)', '미니햄버거', '음료', '포기김치', '오이피클']"
781,2019-04-17,"['깍두기', '간장마늘치킨', '브로컬리맛살볶음', '잡곡밥', '얼갈이겉절이', '쌀밥', '콩비지찌개']"
782,2019-04-18,"['김밥볶음밥', '크림새우', '딸기드레싱샐러드', '짬뽕', '포기김치', '과일']"
783,2019-04-19,"['고추장찌개', '돈육굴소스볶음', '동그랑땡전', '잡곡밥', '포기김치', '콩나물무침', '쌀밥']"
784,2019-04-22,"['탕수만두', '닭데리야끼조림', '잡곡밥', '얼갈이나물', '포기김치', '쌀밥', '콩가루배추국']"
785,2019-04-23,"['고등어구이', '잡곡밥', '수제비국', '청경채생채', '고추잡채*꽃빵', '포기김치', '쌀밥']"
786,2019-04-24,['없음']
787,2019-04-25,"['유부주머니국', '콘치즈오븐구이', '깍두기', '새우까스*와사비소스', '단무지무침', '음료', '파인애플볶음밥']"
788,2019-04-26,"['감자채볶음', '잡곡밥', '유린기', '마늘쫑무침', '포기김치', '쌀밥', '시금치국']"
789,2019-04-29,"['매운소고기무국', '잡곡밥', '참나물생채', '삼치구이', '포기김치', '돈육잡채', '쌀밥']"
790,2019-04-30,"['바나나', '야채튀김', '잔치국수', '무비트생채(초절이)', '포기김치', '김밥']"
791,2019-05-02,"['미소장국', '열무김치', '볶음우동', '쫑상추무침', '삼겹살볶음밥', '하와이안샐러드']"
792,2019-05-03,"['황태국', '돈육피망볶음', '간장깻잎지', '잡곡밥', '두부계란부침', '포기김치', '쌀밥']"
793,2019-05-07,"['동그랑땡전', '열무김치', '콩나물국', '잡곡밥', '무생채', '닭갈비', '쌀밥']"
794,2019-05-08,"['육개장', '모듬소세지구이', '굴비구이', '잡곡밥', '오이무침', '포기김치', '쌀밥']"
795,2019-05-09,"['짜장소스', '맑은국', '음료', '단무지', '씨리얼과일샐러드', '소고기퀘사디아', '잡채밥', '포기김치']"
796,2019-05-10,"['열무된장국', '해물파전', '잡곡밥', '마늘쫑무침', '레몬탕수육', '포기김치', '쌀밥']"
797,2019-05-13,"['고등어자반찜', '깍두기', '잡곡밥', '메밀전병만두', '참나물땅콩무침', '부대찌개', '쌀밥']"
798,2019-05-14,"['열무김치', '고구마치즈구이', '모듬튀김', '오이무침', '김치우동', '멸치주먹밥', '과일']"
799,2019-05-15,"['시래기국', '매운어묵볶음', '버섯불고기', '잡곡밥', '쫑상추무침', '포기김치', '쌀밥']"
800,2019-05-16,"['해물까스*와사비소스', '양배추피클', '핫도그', '닭갈비볶음밥', '쌀국수', '포기김치']"
801,2019-05-17,"['브로컬리오징어숙회', '미니함박조림', '아삭고추무침', '잡곡밥', '닭개장', '포기김치', '쌀밥']"
802,2019-05-20,"['떡국', '잡곡밥', '오이맛살초무침', '통도라지구이', '고추잡채*꽃빵', '포기김치', '쌀밥']"
803,2019-05-21,"['꽃맛살샐러드', '석박지', '방울토마토', '충무김밥', '요플레', '미니국수', '오징어초무침']"
804,2019-05-22,"['포기김치', '과일탕수육', '잡곡밥', '청경채겉절이', '감자비엔나볶음', '버섯들깨탕', '쌀밥']"
805,2019-05-23,"['시저샐러드', '감자튀김*케찹', '스프', '해물굴소스볶음밥', '포기김치', '토마토스파게티']"
806,2019-05-24,"['고추장찌개', '간장깻잎지', '잡곡밥', '두부커틀릿', '해물누룽지탕', '포기김치', '쌀밥']"
807,2019-05-27,"['두부김치국', '양장피잡채', '소고기장조림', '열무김치', '세발나물', '잡곡밥', '쌀밥']"
808,2019-05-28,"['야채쫄면', '가쯔오장국', '유부초밥', '단무지', '포기김치', '생선까스*칠리소스', '오렌지']"
809,2019-05-29,['없음']
810,2019-05-30,"['미소장국', '쇠고기숙주규동덮밥', '치킨퀘사디야', '배추겉절이', '파스타샐러드', '무피클']"
811,2019-05-31,"['숙주미나리잡채', '무청된장국', '잡곡밥', '청경채겉절이', '포기김치', '닭갈비', '쌀밥']"
812,2019-06-03,"['부추생채', '순두부찌개', '잡곡밥', '꽃맛살볶음', '포기김치', '삼치튀김*데리소스', '쌀밥']"
813,2019-06-04,"['또띠아견과칩', '딸기드레싱샐러드', '우동', '음료', '참치주먹밥', '닭오븐구이', '포기김치']"
814,2019-06-05,"['감자채볶음', '도라지초무침', '동파삼겹수육', '된장찌개', '잡곡밥', '배추겉절이', '쌀밥']"
815,2019-06-07,"['두부김치국', '닭강정', '깍두기', '호박나물', '잡곡밥', '새송이버섯전', '쌀밥']"
816,2019-06-10,"['잡곡밥', '얼갈이된장국', '상추파무침', '어묵꽈리고추볶음', '포기김치', '삼겹살구이', '쌀밥']"
817,2019-06-11,"['김밥볶음밥', '떡볶이', '초계국수', '무피클', '포기김치', '멕시칸샐러드']"
818,2019-06-12,"['잡곡밥', '비엔나볶음', '셀프무쌈말이', '매운버섯국', '갈치구이', '포기김치', '쌀밥']"
819,2019-06-13,"['오므라이스', '만두튀김', '열무김치', '가쯔오장국', '훈제오리냉채', '과일']"
820,2019-06-14,"['미트볼케찹조림', '양배추쌈*쌈장', '새싹두부구이', '잡곡밥', '동태탕', '포기김치', '쌀밥']"
821,2019-06-17,"['브로컬리*초장', '모듬소세지구이', '열무김치', '잡곡밥', '류산슬', '콩나물김치국', '쌀밥']"
822,2019-06-18,"['해물까스*칠리소스', '유부장국', '베이컨볶음밥', '과일', '포기김치', '야채샐러드', '토마토스파게티']"
823,2019-06-19,"['된장찌개', '잡곡밥', '옥수수전', '포기김치', '청포묵무침', '닭갈비', '쌀밥']"
824,2019-06-20,"['깍두기', '단호박팥찜', '궁중떡볶음', '잡곡밥', '유린기', '뼈감자탕', '쌀밥']"
825,2019-06-21,"['쇠고기샤브국', '잡곡밥', '미니야채떡갈비', '어묵피망볶음', '포기김치', '콩나물무침', '쌀밥']"
826,2019-06-24,"['오징어굴소스볶음', '잡곡밥', '모둠버섯구이', '오이무침', '포기김치', '쌀밥', '소고기매운무국']"
827,2019-06-25,"['짬뽕', '단무지', '중국식볶음밥', '고추잡채*꽃빵', '과일샐러드', '포기김치']"
828,2019-06-26,['없음']
829,2019-06-27,"['빠에야', '올챙이만두국', '소고기퀘사디아', '무피클', '포기김치', '하와이안샐러드']"
830,2019-06-28,"['아욱국', '잡곡밥', '돈육강정', '고기전', '도토리묵무침', '포기김치', '쌀밥']"
831,2019-07-01,"['고등어구이', '메추리알조림', '차돌된장찌개', '잡곡밥', '노각무침', '포기김치', '쌀밥']"
832,2019-07-02,"['생선까스*탈탈소스', '꼬마김밥*겨자장', '우동', '음료', '포기김치', '멕시칸샐러드']"
833,2019-07-03,"['잡곡밥', '야채스틱*쌈장', '돈육간장볶음', '두부구이*양념장', '근대국', '포기김치', '쌀밥']"
834,2019-07-04,"['깍두기', '만두찜', '냉모밀국수', '해물부추전', '수박', '베이컨김치볶음밥']"
835,2019-07-05,"['양념깻잎지', '잡곡밥', '배추된장국', '레몬탕수육', '포기김치', '실곤약흑임자무침', '쌀밥']"
836,2019-07-08,"['콩나물국', '잡곡밥', '모듬소시지구이', '해물누룽지탕', '미역레몬초무침', '포기김치', '쌀밥']"
837,2019-07-09,"['무피클', '멸치주먹밥', '케이준샐러드', '잔치국수', '포기김치', '단호박범벅']"
838,2019-07-10,"['육개장', '깍두기', '잡곡밥', '계란말이', '가자미튀김', '오이생채', '쌀밥']"
839,2019-07-11,"['언양식불고기', '잡곡밥', '들깨미역국', '포기김치', '콩나물무침', '오징어초무침', '쌀밥']"
840,2019-07-12,"['소고기장조림', '된장찌개', '잡곡밥', '마늘쫑무침', '비엔나케찹볶음', '포기김치', '쌀밥']"
841,2019-07-15,"['실곤약초무침', '잡곡밥', '시래기들개탕', '오징어볶음*소면', '고기전', '포기김치', '쌀밥']"
842,2019-07-16,"['떡볶이', '군만두', '유부초밥', '수박', '콩국수', '포기김치']"
843,2019-07-17,"['두부김치국', '돼지고기장조림', '열무김치', '잡곡밥', '야채계란찜', '꽃상추무침', '쌀밥']"
844,2019-07-18,"['브로컬리크림스프', '잡곡밥', '옛날왕돈가스', '찐옥수수', '무피클', '키위드레싱샐러드', '포기김치', '쌀밥']"
845,2019-07-19,"['해물겨자냉채', '안동찜닭', '간장깻잎지', '잡곡밥', '꽃게탕', '포기김치', '쌀밥']"
846,2019-07-22,"['오리불고기', '두부구이', '부추생채', '잡곡밥', '얼갈이국', '포기김치', '상추쌈', '쌀밥']"
847,2019-07-23,"['맑은국', '음료', '해물볶음우동', '나초콥샐러드', '포기김치', '김밥']"
848,2019-07-24,"['열무김치', '된장찌개', '잡곡밥', '새송이버섯전', '비름나물', '대패삼겹*파채', '쌀밥']"
849,2019-07-25,"['유부주머니국', '콘치즈오븐구이', '단무지무침', '파인애플볶음밥', '사천식탕수육', '포기김치']"
850,2019-07-26,"['돈육매콤조림', '토마토시금치달걀볶음', '잡곡밥', '맑은연두부탕', '콩조림', '배추겉절이', '쌀밥']"
851,2019-07-29,"['버섯불고기', '미역줄기볶음', '잡곡밥', '닭살겨자냉채', '무채국', '포기김치', '쌀밥']"
852,2019-07-30,"['꽃맛살샐러드', '유부장국', '깍두기', '김치볶음밥', '탄두리치킨', '과일']"
853,2019-07-31,['없음']
854,2019-08-01,"['또띠아칩', '시저샐러드', '돈육강정', '음료', '참치주먹밥', '열무물국수', '포기김치']"
855,2019-08-02,"['고등어구이', '잡곡밥', '참나물생채', '매운버섯국', '두부스테이크', '포기김치', '쌀밥']"
856,2019-08-05,"['마파두부', '육개장', '잡곡밥', '상추파무침', '포기김치', '쌀밥', '꽁치오븐구이']"
857,2019-08-06,"['미소장국', '감자튀김', '로제파스타', '양배추샐러드', '무피클', '포기김치', '해물굴소스볶음밥']"
858,2019-08-07,"['잡곡밥', '도라지생채', '돈육장조림', '콩나물겨자채', '포기김치', '쌀밥', '콩가루배추국']"
859,2019-08-08,"['김치말이국수', '열무김치', '야채볶음밥', '닭오븐구이', '키위드레싱샐러드', '아오리사과']"
860,2019-08-09,"['두부구이', '깍두기', '등뼈김치찜', '잡곡밥', '얼갈이국', '참나물생채', '쌀밥']"
861,2019-08-12,"['치킨무', '잡곡밥', '오징어야채무침', '양념치킨', '북어해장국', '포기김치', '쌀밥']"
862,2019-08-13,"['유부장국', '깍두기', '제육김치덮밥', '김말이강정', '양상추샐러드', '까르보나라떡볶이']"
863,2019-08-14,"['사과오이냉국', '잡곡밥', '오징어볶음*소면', '두반장가지나물', '생선가스', '포기김치', '쌀밥']"
864,2019-08-16,"['돈육굴소스볶음', '해물짬뽕국', '열무김치', '잡곡밥', '멸치볶음', '쇠고기두부찜', '쌀밥']"
865,2019-08-19,"['땅콩조림', '깍두기', '안동찜닭', '잡곡밥', '셀프무쌈말이', '콩나물김치국', '쌀밥']"
866,2019-08-20,"['해물까스*칠리소스', '콥샐러드', '냉모밀국수', '음료', '유부초밥', '단무지', '포기김치']"
867,2019-08-21,"['잡곡밥', '북어해장국', '녹두전', '소고기낙지볶음', '무생채', '포기김치', '쌀밥']"
868,2019-08-22,"['과일요거트샐러드', '무피클', '탕수육', '목살필라프', '포기김치', '꼬지어묵국']"
869,2019-08-23,"['감자채볶음', '동파삼겹수육', '열무김치', '잡곡밥', '건새우아욱된장국', '쫑상추무침', '쌀밥']"
870,2019-08-26,"['잡곡밥', '돈육간장볶음', '계란찜', '매운버섯국', '포기김치', '청경채무침', '쌀밥']"
871,2019-08-27,"['깍두기', '새우튀김우동', '부추만두', '수제오이피클', '베이컨김치볶음밥', '찹쌀순대볶음']"
872,2019-08-28,['없음']
873,2019-08-29,"['오므라이스', '가쯔오장국', '음료', '소고기퀘사디아', '포기김치', '멕시칸샐러드']"
874,2019-08-30,"['치커리무침', '마늘치킨', '동그랑땡전', '잡곡밥', '포기김치', '들깨버섯국', '쌀밥']"
875,2019-09-02,"['콩나물국', '잡곡밥', '파닭', '무생채', '두부계란부침', '포기김치', '쌀밥']"
876,2019-09-03,"['빠에야', '고구마맛탕', '음료', '단무지', '쌀국수', '포기김치', '치킨샐러드']"
877,2019-09-04,"['참치김치찌개', '매운어묵볶음', '깍두기', '잡곡밥', '돈육강정', '계란찜', '쌀밥']"
878,2019-09-05,"['꽃맛살샐러드', '미니햄버거', '김치어묵국', '야채튀김', '포기김치', '김밥']"
879,2019-09-06,"['포기김치', '고추장찌개', '단배추겉절이', '잡곡밥', '맛살냉채', '쌀밥', '소고기숙주볶음']"
880,2019-09-09,"['황태해장국', '잡곡밥', '두부구이*양념장', '참나물땅콩무침', '포기김치', '닭갈비', '쌀밥']"
881,2019-09-10,"['깍두기', '시리얼과일샐러드', '크림스프', '김치필라프', '수제피클', '토마토스파게티']"
882,2019-09-11,"['김자반', '잡곡밥', '해물된장찌개', '고추잡채*꽃빵', '명태조림', '포기김치', '쌀밥']"
883,2019-09-16,"['유채나물', '참치김치찌개', '잡곡밥', '새송이버섯전', '치즈함박스테이크', '배추겉절이', '쌀밥']"
884,2019-09-17,"['미소장국', '또띠아피자', '모둠과일', '참치덮밥', '포기김치', '락교']"
885,2019-09-18,"['쇠고기숙주볶음', '잡곡밥', '두부매콤조림', '수제비국', '오이무침', '포기김치', '쌀밥']"
886,2019-09-19,"['오징어젓무침', '석박지', '과일', '잡곡밥', '야채스틱', '김치전', '쌀밥', '설렁탕']"
887,2019-09-20,"['얼큰소고기무국', '탕평채', '안동찜닭', '잡곡밥', '아삭고추된장무침', '포기김치', '쌀밥']"
888,2019-09-23,"['고등어구이', '모듬소세지볶음', '육개장', '오이사과생채', '잡곡밥', '포기김치', '쌀밥']"
889,2019-09-24,"['잡곡밥', '메밀전병만두', '닭볶음탕', '참나물생채', '배추겉절이', '무채국', '쌀밥']"
890,2019-09-25,['없음']
891,2019-09-26,"['짜장소스', '시저샐러드', '계란국', '음료', '단무지', '깐풍기', '볶음밥', '포기김치']"
892,2019-09-27,"['아욱국', '잡곡밥', '돈육간장볶음', '무나물', '닭살겨자채', '포기김치', '쌀밥']"
893,2019-09-30,"['양배추쌈*쌈장', '잡곡밥', '오징어볶음', '고기전', '포기김치', '버섯들깨탕', '쌀밥']"
894,2019-10-02,"['마파두부', '열무된장국', '잡곡밥', '오이맛살초무침', '쇠고기장조림', '포기김치', '쌀밥']"
895,2019-10-04,"['순두부찌개', '잡곡밥', '계란찜', '함박스테이크', '포기김치', '콩나물무침', '쌀밥']"
