일자,년,월,일,요일,휴일전날,중식메뉴,석식메뉴
2020-07-02,2020,7,2,3,0,"['대파육개장', '콩자반', '배추겉절이', '홍어미나리초무침', '양상추샐러드*오리엔탈', '잡곡밥', '쌀밥', '어묵잡채']","['다시마채무초무침', '구슬떡볶이', '김말이,고추튀김', '김밥', '미니우동', '포기김치']"
2020-07-03,2020,7,3,4,0,"['부추고추전*간장', '동태알탕', '쫄면야채무침', '요구르트', '과일요거트샐러드', '포기김치', '카레라이스']","['섭산적표고굴소스볶음', '매운콩나물무침', '김치어묵국', '잡곡밥', '쌀밥', '포기김치', '케이준샐러드']"
2020-07-06,2020,7,6,0,0,"['감자채파프리카볶음', '매운소고기무국', '옥수수계란찜', '양상추샐러드*흑임자드레싱', '잡곡밥', '쌀밥', '춘천닭갈비', '포기김치']","['새송이버섯장조림', '스팸김치찌개', '열무된장나물', '잡곡밥', '쌀밥', '동태포전', '포기김치']"
2020-07-07,2020,7,7,1,0,"['오리불고기', '핫도그', '물만두국', '콩나물맛살냉채', '잡곡밥', '쌀밥', '양배추숙쌈&쌈장', '그린샐러드*오렌지드레싱', '포기김치']","['꽃맛살샐러드', '깐쇼새우', '유부장국', '포기김치', '채소피클*할라피뇨', '오므라이스']"
2020-07-08,2020,7,8,2,0,"['한방설렁탕', '콩자반', '오징어초무침', '채소스틱&쌈장', '잡곡밥', '쌀밥', '매실음료', '석박지', '통들깨부추무침']","['바베큐함박찹스테이크', '치커리무침', '대구지리', '잡곡밥', '쌀밥', '포기김치', '건파래볶음']"
2020-07-09,2020,7,9,3,0,"['건새우호박채전', '닭볶음탕', '시금치된장국', '잡곡밥', '쌀밥', '도라지오이초무침', '포기김치', '시저샐러드*시저드레싱']","['깍두기', '채소튀김*장', '후리가케덮밥', '잔치국수', '양념고추지무침', '쇠고기우엉볶음']"
2020-07-10,2020,7,10,4,0,"['맑은콩나물국', '마카로니샐러드', '콩자반', '쌈채소&쌈장', '무채와사비무침', '잡곡밥', '돈육고추장볶음', '쌀밥', '양상추샐러드', '포기김치']","['된장찌개', '잡곡밥', '쌀밥', '부들어묵볶음', '아귀콩나물찜', '노각무침', '포기김치']"
2020-07-13,2020,7,13,0,0,"['마파두부덮밥', '양상추샐러드*요거트D', '미역미소시루', '레몬유린기', '숙주미나리무침', '만두찜*간장', '포기김치']","['오징어땅콩조림', '뼈감자탕', '쌈추전*간장', '잡곡밥', '쌀밥', '부추생채무침', '포기김치']"
2020-07-14,2020,7,14,1,0,"['쫑상추무침', '건새우무채국', '쭈꾸미삼겹고추장볶음', '잡곡밥', '쌀밥', '두부커틀렛*칠리', '포기김치', '비타민흑임자샐러드*흑임자D']","['김치콩나물국', '닭카레볶음', '잡곡밥', '쌀밥', '볼어묵고추장볶음', '포기김치', '참나물무침']"
2020-07-15,2020,7,15,2,0,"['무말랭이무침', '열기어구이', '콩가루배춧국', '치커리만다린샐러드*오렌지D', '비빔밥*약고추장', '도토리묵*양념간장', '포기김치']","['갓김치', '유부주머니된장국', '잡곡밥', '쌀밥', '꼬시래기초무침', '비빔만두', '돈육간장볶음']"
2020-07-16,2020,7,16,3,0,"['장각삼계탕', '가지찜', '배추겉절이', '해물잡채', '잡곡밥', '쌀밥', '양상추샐러드*망고D', '아삭고추쌈장무침']","['매운계란파국', '돈나물오리엔탈무침', '오리훈제마늘볶음', '잡곡밥', '쌀밥', '포기김치', '코다리강정']"
2020-07-17,2020,7,17,4,0,"['김치우동', '호박새우젓볶음', '잡곡밥', '쌀밥', '깍둑오이초무침', '양배추샐러드*사우전D', '석박지', '수제돈가스*소스']","['들깨시래기국', '얼갈이된장무침', '묵은지닭찜', '잡곡밥', '쌀밥', '미역줄기볶음', '포기김치']"
2020-07-20,2020,7,20,0,0,"['두부맛전', '찰현미밥', '호박맑은국', '모둠채소무침', '돈육김치볶음', '쌀밥', '양상추샐러드*망고D', '흑미밥', '포기김치']","['채소볶음밥&자장소스', '고기짬뽕국', '군만두*초간장', '짜사이볶음', '해물누룽지', '포기김치']"
2020-07-21,2020,7,21,1,0,"['꽃맛살샐러드', '찰현미밥', '브로콜리숙회*초장', '그린샐러드*키위D', '닭개장', '쌀밥', '양장피', '치자밥', '타래과', '포기김치']","['감자채파프리카볶음', '깍두기', '부대찌개', '생선까스*타르타르소스', '흑미밥', '고춧잎무침']"
2020-07-22,2020,7,22,2,0,"['고등어카레구이', '오리불고기', '아욱국', '매운콩나물무침', '오이소배기', '찰현미밥', '로스트치킨샐러드*오리엔탈D', '쌀밥', '흑미밥']","['우동국물', '유부초밥', '가지나물', '열무비빔국수', '포기김치', '소떡소떡']"
2020-07-23,2020,7,23,3,0,"['소고기미역국', '치킨무', '병아리콩밥', '찰현미밥', '깻잎통닭*치킨소스', '쌀밥', '포기김치', '새싹샐러드*오렌지D', '김치전', '콘슬로우']","['청경채겉절이', '매운사태찜', '포기김치', '흑미밥', '나박물김치', '김계란말이']"
2020-07-24,2020,7,24,4,0,"['만가닥버섯불고기', '양배추샐러드*요플레D', '찰현미밥', '해물수제비국', '실곤약냉채', '열무나물', '쌀밥', '흑미밥', '포기김치']","['만둣국', '갈치무조림', '감자전', '상추무침', '흑미밥', '포기김치']"
2020-07-27,2020,7,27,0,0,"['토마토스크램블', '얼갈이나물', '안동찜닭', '찰현미밥', '양상추샐러드*유자청D', '쌀밥', '흑미밥', '황태미역국', '포기김치']","['청국장찌개', '섭산적고추장구이', '느타리버섯볶음', '흑미밥', '포기김치', '참나물무침']"
2020-07-28,2020,7,28,1,0,"['기장밥', '찰현미밥', '가자미엿장구이', '호박된장찌개', '꽈리고추감자조림', '쌀밥', '목살스테이크', '토마토샐러드*발사믹D', '포기김치']","['도넛츠', '사골파국', '우육비빔냉면', '추가밥', '숙주나물', '비트채소절임', '요구르트', '석박지']"
2020-07-29,2020,7,29,2,0,"['부추무침', '풋고추', '그린샐러드*참깨D', '찰현미밥', '마늘*새우젓', '우거지국', '보쌈김치', '모둠쌈*쌈장', '쌀밥', '흑미밥', '삼겹살수육', '수박화채']","['오징어불고기', '참치파개장', '이색전(가지,애호박)*양념장', '생깻잎지', '흑미밥', '포기김치']"
2020-07-30,2020,7,30,3,0,"['미나리초무침', '후라이드*강정소스', '브로콜리깨소스무침', '그린샐러드*매실D', '낙지비빔밥*계란후라이', '팽이장국', '포기김치']","['샐러드*오리엔탈D', '알리오올리오파스타', '추가밥', '도라지오이초무침', '포기김치', '크림스프', '타워함박스테이크']"
2020-07-31,2020,7,31,4,0,"['새우까스*소스', '찰현미밥', '어묵고추장떡', '마늘종숙회', '쌀밥', '흑미밥', '짜글이돼지찌개', '포기김치', '양배추샐러드*딸기요거트D']","['취나물볶음', '꽁치양파조림', '흑미밥', '짬뽕순두부찌개', '노각무침', '포기김치']"
2020-08-03,2020,8,3,0,0,"['오리대패불고기', '골뱅이채소무침', '김치두부국', '찰현미밥', '양상추샐러드*사우전D', '열무나물', '쌀밥', '흑미밥', '포기김치']","['탕평채', '꽃게탕', '땅콩멸치조림', '흑미밥', '춘천닭갈비', '포기김치']"
2020-08-04,2020,8,4,1,0,"['오징어튀김*초간장', '수수밥', '찰현미밥', '쌀밥', '냉이된장국', '돈갈비찜', '견과류샐러드*땅콩D', '포기김치', '삼색콜리*초고추장']","['흑미밥', '고구마치즈돈까스', '계란파국', '미역줄기볶음', '쫄면채소무침', '석박지']"
2020-08-05,2020,8,5,2,0,"['탱크보이', '맑은콩나물국', '꽈리고추메추리알조림', '오이양파무침', '배추겉절이', '찰현미밥', '장어강정', '쌀밥', '흑미밥', '눈꽃치즈샐러드*오리엔탈D']","['부추팽이버섯생채무침', '오리훈제볶음밥', '미소장국', '샤워크림새우', '포기김치', '두부양념조림']"
2020-08-06,2020,8,6,3,0,"['검정콩밥', '콜리샐러드*발사믹D', '새송이전', '찐옥수수', '쭈삼불고기', '파프리카해초무침', '찰현미밥', '쌀밥', '건새우아욱국', '분홍소시지전', '포기김치']","['등심찹쌀꿔바로우', '시금치초고추장무침', '감자만두국', '코다리무조림', '흑미밥', '포기김치']"
2020-08-07,2020,8,7,4,0,"['유부채소겨자냉채', '얼갈이된장국', '찰현미밥', '닭다리바베큐오븐구이', '쌀밥', '흑미밥', '포기김치', '아귀순살찜', '시리얼샐러드*요플레D']","['모둠튀김(만두*고추*통계란)', '꼬치어묵국', '순대찜*소금', '매운떡볶이', '폭탄주먹밥', '포기김치']"
2020-08-10,2020,8,10,0,0,"['양상추샐러드*파인애플D', '흑미밥', '뼈없는감자탕', '근대나물', '찰현미밥', '쌀밥', '생선까스&소스', '해파리무침', '포기김치']","['우동국물', '포테이토오븐구이', '오이무침', '포기김치', '비빔채소만두', '카레라이스']"
2020-08-11,2020,8,11,1,0,"['떡국', '푸실리파스타샐러드', '더덕무침', '찰현미밥', '수떡수떡화채', '양배추', '렌틸콩밥', '쌀밥', '매운쇠고기버섯볶음', '케일숙쌈*양념간장', '포기김치']","['아욱국', '콘치즈', '묵은지닭볶음탕', '포기김치', '흑미밥', '건파래볶음']"
2020-08-12,2020,8,12,2,0,"['찰현미밥', '그린샐러드*오리엔탈D', '청경채깨장나물', '오징어볶음&소면사리', '타꼬야끼', '쌀밥', '열무김치', '흑미밥', '북어채국']","['돈육고추장불고기', '청양해물파전', '흑미밥', '채소쌈*쌈장', '두부된장찌개', '포기김치']"
2020-08-13,2020,8,13,3,0,"['차조밥', '황도샐러드*밀감D', '찰현미밥', '참나물두부무침', '쌀밥', '포기김치', '부들어묵볶음', '유부장국', '바베큐폭립']","['깻순나물', '소고기무국', '삼치엿장구이', '흑미밥', '포기김치', '감자햄조림']"
2020-08-14,2020,8,14,4,1,"['브로콜리버섯볶음', '부추와사비무침', '살살치킨&칠리소스', '찰현미밥', '사과푸딩샐러드*요플레D', '쌀밥', '흑미밥', '포기김치', '동태탕']","['고추잡채', '연유꽃빵튀김', '숙주고기짬뽕', '포기김치', '짜사이볶음', '계란볶음밥']"
2020-08-18,2020,8,18,1,0,"['부대찌개', '단호박', '찰현미밥', '치즈닭갈비', '나쵸콥샐러드*토마토살사소스', '쌀밥', '김말이튀김', '상추무침*양념장', '포기김치', '보리밥']","['숯불양념꼬치어묵', '오이볶음', '미소장국', '쇠고기규동덮밥', '영양부추무침', '석박지']"
2020-08-19,2020,8,19,2,0,"['깍두기', '채소계란말이', '그린샐러드*참깨D', '찰현미밥', '맑은버섯육개장', '매콤해물볶음', '고구마순무침', '쌀밥', '흑미밥']","['새우만두*장', '콩나물무침', '유부우동국물', '비빔칼국수', '청양멸치주먹밥', '포기김치']"
2020-08-20,2020,8,20,3,0,"['마카로니콘샐러드', '오리불고기', '찰현미밥', '츄러스', '갈릭버섯탕수', '검은깨올방개묵무침', '쌀밥', '흑미밥', '포기김치', '순남시래기국']","['치킨까스*소스', '오징어무국', '연근조림', '흑미밥', '취나물무침', '포기김치']"
2020-08-21,2020,8,21,4,0,"['고추지무침', '오향장육', '찰현미밥', '어묵국', '쌀밥', '요구르트', '흑미밥', '크루통샐러드*참깨D', '모둠쌈*씨앗쌈장', '김치볶음']","['김치수제비국', '갈치조림', '흑미밥', '브로콜리숙회', '녹두빈대떡*장', '포기김치']"
2020-08-24,2020,8,24,0,0,"['버섯메추리알장조림', '양상추샐러드*매실D', '더덕오이생채', '찰현미밥', '바지락미역국', '콩나물두루치기', '쌀밥', '흑미밥', '포기김치']","['계란후라이', '주꾸미볶음', '고추튀김*장', '팽이장국', '산채비빔밥', '포기김치']"
2020-08-25,2020,8,25,1,0,"['수수밥', '카레닭찜', '시금치된장국', '찰현미밥', '고구마순볶음', '쌀밥', '시리얼&요거트', '김치빈대떡', '포기김치']","['감자고추장찌개', '포기김치', '언양식바싹불고기', '흑미밥', '자반고등어구이', '요구르트', '꼬시래기무침']"
2020-08-26,2020,8,26,2,0,"['얼갈이나물', '나주곰탕', '찰현미밥', '석박지', '그린샐러드*오리엔탈D', '쌀밥', '흑미밥', '한식잡채', '적어구이&양념장']","['새우튀김*크림소스', '연두부*양념장', '냉메밀소바', '흑미밥', '돈육가지두반장볶음', '포기김치']"
2020-08-27,2020,8,27,3,0,"['검정콩밥', '다슬기아욱국', '찰현미밥', '모닝샌드', '쌀밥', '닭살겨자냉채', '돈사태김치찜', '열무김치', '요구르트', '삼색유자청무침']","['흑미밥', '고들빼기무침', '오리훈제마늘볶음', '토마토계란찜', '잡채말이어묵국', '포기김치']"
2020-08-28,2020,8,28,4,0,"['소불고기', '찰현미밥', '순두부찌개', '노각생채', '쌀밥', '흑미밥', '견과류샐러드*딸기D', '포기김치', '코다리강정']","['밀떡볶이', '아쿠아돈까스', '허니슈스트링감자', '생깻잎지', '콩가루배추국', '흑미밥', '포기김치']"
2020-08-31,2020,8,31,0,0,"['가지고추장무침', '황태콩나물해장국', '양상추샐러드*석류D', '찰현미밥', '(New)궁보계정', '쌀밥', '요구르트', '흑미밥', '시금치프리타타', '포기김치']","['제육간장불고기', '통고추쌈장무침', '감자채카레볶음', '김치두부국', '흑미밥', '포기김치']"
2020-09-01,2020,9,1,1,0,"['호박채나물볶음', '기장밥', '삼색만두채소무침', '매콤돼지갈비찜', '찰현미밥', '우무콩국', '우거지국', '황도샐러드*황도D', '쌀밥', '포기김치']","['오꼬노미계란말이', '가자미엿장구이', '깍둑오이초무침', '흑미밥', '육개장', '포기김치']"
2020-09-02,2020,9,2,2,0,"['(New)수제오미산적', '(New)오리들깨탕', '꽃맛살샐러드', '찰현미밥', '쌀밥', '포기김치', '흑미밥', '바나나', '부추샐러드*오리엔탈', '냉족발야채무침']","['꼬들단무지무침', '흑미밥', '닭볶음탕', '돈채표고버섯볶음', '요구르트', '미역국', '포기김치']"
2020-09-03,2020,9,3,3,0,"['매운계란파국', '찰보리밥', '그린샐러드*요거트D', '찰현미밥', '쌀밥', '열무김치', '쫄면채소무침', '치킨핑거', '마파두부']","['새우까스*소스', '비트피클', '유부주머니우동국', '흑미밥', '포기김치', '꽈리고추찹쌀무침']"
2020-09-04,2020,9,4,4,0,"['양배추숙쌈', '옹심이만두국', '찰현미밥', '오징어초무침', '대패삽겹숙주볶음', '쌀밥', '양상추샐러드*딸기D', '흑미밥', '포기김치', '딸기푸딩']","['흑미밥', '부대찌개', '포기김치', '두부계란전*양념장', '감자양념조림', '꽁치한마리구이']"
2020-09-07,2020,9,7,0,0,"['양상추샐러드*요거트D', '나쵸칩', '생선까스*소스', '찰현미밥', '마카로니치즈범벅', '오이사과무침', '쌀밥', '흑미밥', '아욱된장국', '포기김치']","['도토리묵채소무침', '안동찜닭', '얼큰감자국', '흑미밥', '옥수수맛살전', '포기김치']"
2020-09-08,2020,9,8,1,0,"['군만두*장', '열대과일', '짬뽕국', '취나물쌈장무침', '계란채소볶음밥', '짜장소스', '양상추샐러드*망고D', '포기김치']","['치커리무침', '열무된장국', '(NeW)깐풍아귀', '우불고기', '흑미밥', '포기김치']"
2020-09-09,2020,9,9,2,0,"['홍합살미역국', '찰현미밥', '매콤볼어묵볶음', '쌀밥', '포기김치', '흑미밥', '수육*새우젓*쌈장', '양상추샐러드*키위D', '와사비무쌈']","['궁중떡볶이', '동태매운탕', '흑미밥', '청경채나물', '해초레몬무침', '포기김치']"
2020-09-10,2020,9,10,3,0,"['수완왕갈비맛통닭', '수수밥', '찰현미밥', '콩나물볶음', '미나리초장무침', '그린샐러드*살구D', '쌀밥', '돈육김치찌개', '포기김치']","['우동장국', '채소튀김*장', '오징어무침', '수제무말랭이무침', '충무김밥', '요구르트', '포기김치']"
2020-09-11,2020,9,11,4,0,"['양상추샐러드*참깨D', '찰현미밥', '(New)수제어묵소세지핫도그', '잔치국수', '참나물두부무침', '알타리김치', '쌀밥', '흑미밥', '순대채소볶음']","['삼치구이', '매콤시래기된장지짐', '마늘쫑메추리알조림', '소고기무국', '흑미밥', '포기김치']"
2020-09-14,2020,9,14,0,0,"['사과나무주스', '오리고추장불고기', '미트볼채소볶음', '찰현미밥', '모둠쌈*쌈장', '양상추샐러드*오리엔탈D', '쌀밥', '배추국', '흑미밥', '포기김치']","['흑미밥', '(New)수제고기깻잎전', '오징어채소볶음', '미역국', '쪽파김무침', '포기김치']"
2020-09-15,2020,9,15,1,0,"['오이양파무침', '류산슬', '귀리밥', '찰현미밥', '가자미엿장구이', '순두부찌개', '쌀밥', '햇고구마오븐구이', '견과류샐러드*땅콩D', '포기김치']","['흑미밥', '얼갈이된장국', '영양부추무침', '라볶이', '포기김치', '닭간장볶음']"
2020-09-16,2020,9,16,2,0,"['할라피뇨채소피클', '양상추샐러드*석류D', '찰현미밥', '목살찹스테이크', '쌀밥', '흑미밥', '(New)빠네파스타', '유부장국', '포기김치']","['소고기계란장조림', '매운닭개장', '타꼬야끼', '열무나물', '흑미밥', '포기김치']"
2020-09-17,2020,9,17,3,0,"['양상추샐러드*매실D', '쇠고기낙지볶음', '건새우호박볶음', '찰현미밥', '감자수제비국', '브로콜리', '쌀밥', '흑미밥', '단호박)', '포기김치', '채소탕수(연근']","['깍두기', '수제돈까스', '스팸김치찌개', '수제마늘바게트', '가지무침', '흑미밥']"
2020-09-18,2020,9,18,4,0,"['병아리콩', '(New)고추마요치킨', '찰현미밥', '통도라지고추장구이', '시리얼샐러드*요거트D', '쌀밥', '버섯국', '포기김치', '비엔나떡조림']","['콩비지찌개', '갈치카레구이', '오이보트샐러드', '흑미밥', '어묵잡채', '포기김치']"
2020-09-21,2020,9,21,0,0,"['옹심이만둣국', '청경채겉절이', '주꾸미브로콜리숙회', '찰현미밥', '쌀밥', '양상추샐러드*딸기D', '흑미밥', '춘천닭갈비', '포기김치', '딸기푸딩']","['풋고추양파무침', '(New)오징어순대', '스팸계란말이', '소고기무국', '흑미밥', '포기김치']"
2020-09-22,2020,9,22,1,0,"['과일샐러드', '수수밥', '찰현미밥', '김말이강정', '매운콩나물국', '쌀밥', '돈갈비찜', '포기김치', '참나물무침']","['된장찌개', '어묵볶음', '우불고기', '흑미밥', '진미채오이무침', '포기김치']"
2020-09-23,2020,9,23,2,0,"['오향장육', '갈비탕', '부추고추장무침', '찰현미밥', '석박지', '양상추샐러드*오리엔탈D', '쌀밥', '흑미밥', '한식잡채']","['꽃맛살샐러드', '채소라면', '단무지', '김밥', '포기김치', '가래떡오븐구이']"
2020-09-24,2020,9,24,3,0,"['나쵸칩', '그린샐러드*요거트D', '북엇국', '찰현미밥', '콩나물파채불고기', '실곤약야채무침', '쌀밥', '해물파전', '겉절이김치', '찰보리밥']","['홍합탕', '(New)등심찹쌀꿔바로우', '건도토리묵파프리카볶음', '연근깨소스무침', '흑미밥', '포기김치']"
2020-09-25,2020,9,25,4,0,"['감자조림', '찰현미밥', '황도샐러드*황도D', '고구마순볶음', '쌀밥', '흑미밥', '닭다리살스테이크', '포기김치', '동태탕']","['옛날소시지전*케찹', '고등어김치찜', '포기김치', '흑미밥', '근대국', '두부고기조림']"
2020-09-28,2020,9,28,0,1,"['오리대패불고기', '사과', '파프리카해초무침', '찰현미밥', '식혜', '꽁치캔김치조림', '쌀밥', '양상추샐러드*딸기D', '흑미밥', '떡만두국', '포기김치']","['콩나물무침', '섭산적데리야끼조림', '닭볶음탕', '우거지된장국', '흑미밥', '포기김치']"
2020-10-05,2020,10,5,0,0,"['매운소불고기', '찰현미밥', '춘권튀김*칠리소스', '양상추샐러드*오미자D', '쌀밥', '흑미밥', '쫄면채소무침', '건새우미역국', '포기김치']","['흑미밥', '된장찌개', '오이생채', '(New)코코뱅', '고구마치즈구이', '포기김치']"
2020-10-06,2020,10,6,1,0,"['치커리무침', '두부강정', '통계란꼬치어묵탕', '단호박카레라이스', '열무김치', '고추장누들떡볶이', '요거트파르페']","['콩나물국', '(New)명란연근전', '돈육김치볶음', '포기김치', '흑미밥', '꼬시래기무침']"
2020-10-07,2020,10,7,2,0,"['바베큐장각오븐구이', '버섯초무침', '인절미', '파프리카감자채볶음', '찰현미밥', '꽃게탕', '쌀밥', '시금치샐러드*오리엔탈D', '흑미밥', '포기김치']","['채소스틱', '고추튀김*장', '매운순대국밥', '흑미밥', '애호박새우젓나물', '겉절이김치']"
2020-10-08,2020,10,8,3,1,"['부추무침', '찰현미밥', '렌틸콩밥', '우거지된장국', '쌀밥', '닭살겨자냉채', '(New)하와이언치즈함박스테이크', '양상추샐러드*살구D', '총각김치']","['계란찜', '쇠고기무국', '시래기삼치조림', '흑미밥', '포기김치', '사과청경채무침']"
2020-10-12,2020,10,12,0,0,"['찹쌀호떡', '양상추샐러드*매실D', '김칫국', '시금치고추장나물', '오이볶음', '훈제오리볶음', '찰현미밥', '쌀밥', '흑미밥', '포기김치']","['유부주머니된장국', '돈사태떡찜', '마카로니치즈범벅', '고들빼기무침', '흑미밥', '포기김치']"
2020-10-13,2020,10,13,1,0,"['양상추샐러드*파인애플D', '수수밥', '청양부추전', '찰현미밥', '깻잎', '알배기', '장어고추장양념구이', '배도라지주스', '쌀밥', '생강채*쌈장', '포기김치', '순남시래기국']","['흑미밥', '마늘쫑볶음', '배추된장국', '미더덕콩나물찜', '닭간장조림', '포기김치']"
2020-10-14,2020,10,14,2,0,"['만다린샐러드*오렌지D', '찰현미밥', '도라지나물볶음', '쌀밥', '흑미밥', '두부된장찌개', '겉절이김치', '(New)해물보쌈&채소숙회', '츄러스채소맛탕']","['흑미밥', '등심돈까스', '얼갈이나물', '어묵매운탕', '꽁치한마리구이*와사비장', '포기김치']"
2020-10-15,2020,10,15,3,0,"['두반장가지볶음', '찰현미밥', '청경채무침', '시리얼샐러드*요거트D', '쌀밥', '홍합살무국', '흑미밥', '돈갈비양념구이', '(New)수제단호박식혜', '포기김치']","['(New)케일쌈밥*씨앗쌈장', '상추무침', '미역국', '대패삼겹숙주볶음', '포기김치', '연두부계란찜']"
2020-10-16,2020,10,16,4,0,"['갈릭순살치킨', '찰현미밥', '브로콜리쌈장무침', '양상추샐러드*오리엔탈D', '매운쇠고기국', '쌀밥', '열무김치', '흑미밥', '임연수무조림']","['매콤호박볶음', '(New)수제불고기버거', '짬뽕국', '해물볶음우동', '흑미밥', '포기김치']"
2020-10-19,2020,10,19,0,0,"['단호박어묵탕수', '푸딩', '얼갈이된장국', '쌈추', '와사비무쌈*쌈장', '찰현미밥', '쌀밥', '양상추샐러드*딸기D', '흑미밥', '쭈꾸미삼겹살볶음', '포기김치']","['부추무침', '건도토리묵파프리카볶음', '닭개장', '흑미밥', '삼치구이*데리야끼소스', '포기김치']"
2020-10-20,2020,10,20,1,0,"['치킨까스&소스', '요플레', '찰현미밥', '연근유자피클', '유부김칫국', '쌀밥', '아귀콩나물찜', '크루통샐러드*오리엔탈D', '포기김치', '찰보리밥']","['(New)꼬막비빔밥', '김말이강정', '해초무침', '우거지국', '포기김치', '김치전']"
2020-10-21,2020,10,21,2,0,"['핫도그', '찰현미밥', '(New)연어스테이크', '미역미소시루국', '쌈추겉절이', '쌀밥', '양상추샐러드*키위D', '흑미밥', '차돌비빔국수', '토마토계란볶음']","['열무김치볶음', '소불고기', '고추장찌개', '포기김치', '흑미밥', '햄감자볶음', '진미채무말랭이무침']"
2020-10-22,2020,10,22,3,0,"['된장찌개', '찰현미밥', '삼색물만두무침', '양념장', '견과류샐러드*요거트D', '곤드레밥', '쌀밥', '버섯잡채', '돼지고추장불고기', '겉절이김치']","['두부조림', '깍두기', '부대찌개', '샤워크림새우', '흑미밥', '콘슬로우']"
2020-10-23,2020,10,23,4,0,"['양상추샐러드*오렌지D', '건새우호박채전', '북엇국', '찰현미밥', '오이생채', '쌀밥', '흑미밥', '춘천닭갈비', '포기김치']","['참나물초장무침', '아욱국', '(New)봉골레파스타', '흑미밥', '마늘바게트', '고르곤졸라피자', '포기김치']"
2020-10-26,2020,10,26,0,0,"['맑은콩나물국', '양상추샐러드*매실D', '생선까스&타르타르소스', '찰현미밥', '묵은지닭볶음탕', '쌀밥', '요구르트', '흑미밥', '브로콜리숙회', '포기김치']","['상추*양념장', '제육춘장볶음', '오이보트샐러드', '순두부찌개', '흑미밥', '포기김치']"
2020-10-27,2020,10,27,1,0,"['감자고구마샐러드', '기장밥', '쇠고기미역국', '찰현미밥', '오삼불고기', '쌀밥', '포기김치', '유부채소겨자무침', '계란말이']","['애플카레라이스', '숯불양념꼬치어묵', '우동국물', '(NEW)가지탕수', '단무지양념무침', '포기김치']"
2020-10-28,2020,10,28,2,0,"['양상추샐러드*유자D', '고기완자전', '찰현미밥', '채소스틱&쌈장', '삼계탕', '방풍나물', '쌀밥', '흑미밥', '석박지', '(New)수제토마토청에이드']","['사골옹심이만둣국', '스태프핫도그', '가자미양념찜', '흑미밥', '쪽파김무침', '포기김치']"
2020-10-29,2020,10,29,3,0,"['(New)고구마순등뼈탕', '차조밥', '찰현미밥', '깐풍기', '도토리묵*양념장', '쌀밥', '감자채볶음', '양상추샐러드*망고D', '단감', '겉절이김치']","['콩나물무침', '김주먹밥', '잔치국수', '양념고추지', '열무김치', '쇠고기육전']"
2020-10-30,2020,10,30,4,0,"['흑미밥', '찰현미밥', '양상추샐러드*오리엔탈D', '적어양념장구이', '쌀밥', '건새우아욱국', '쇠고기숙주볶음', '무생채', '통들깨부추무침']","['근대고추장무침', '흑미밥', '컵라면&찐계란', '포기김치', '(NEW)까르보나라떡볶이', '순대채소볶음']"
2020-11-02,2020,11,2,0,0,"['얼갈이나물', '찰현미밥', '고구마오븐구이', '쌀밥', '(New)짜파치킨', '흑미밥', '당면채소무침', '양상추샐러드*밀감D', '포기김치', '돼지김치찌개']","['열무된장국', '주꾸미채소볶음', '햄전&케찹', '포기김치', '흑미밥', '건파래볶음']"
2020-11-03,2020,11,3,1,0,"['쑥갓쌈&쌈장', '대패삼겹살볶음', '상추', '수수밥', '동태매운탕', '찰현미밥', '양상추샐러드*자몽D', '쌀밥', '포기김치', '어묵고추장볶음']","['유부초밥', '온모밀국수', '양배추샐러드&사우전D', '돈까스김치나베', '무생채', '쌀밥', '오이지무침']"
2020-11-04,2020,11,4,2,0,"['전주비빔밥', '바지락냉이국', '(New)수제사과계피차', '(New)수제참나물장아찌', '모둠버섯볶음', '양상추샐러드*딸기D', '겉절이김치', '찰떡떡갈비조림']","['콩나물국', '순살닭강정', '감자간장조림', '치즈계란찜', '흑미밥', '포기김치']"
2020-11-05,2020,11,5,3,0,"['쇠고기낙지볶음', '찰현미밥', '과일그라탕', '홍합국', '물미역*초장', '알타리김치', '양상추샐러드*오리엔탈D', '쌀밥', '완두콩밥']","['(New)마약계란장조림', '고기짬뽕국', '시금치나물', '열무김치', '흑미밥', '자반고등어찜']"
2020-11-06,2020,11,6,4,0,"['치커리오이무침', '흑미밥', '양상추샐러드*참깨D', '수제탕수육', '찰현미밥', '매콤해물볶음', '쌀밥', '근대된장국', '포기김치']","['오뗄햄김밥', '꼬들단무지', '가지나물', '김치어묵탕', '백종원의사라다빵', '포기김치']"
2020-11-09,2020,11,9,0,0,"['(New)수제생강대추차', '양상추샐러드*매실D', '돌나물유자청무침', '해물까스*타르타르소스', '매운족발볶음', '찰현미밥', '쌀밥', '흑미밥', '아욱된장국', '포기김치']","['오이양파무침', '콩나물볶음', '삼치데리야끼구이', '닭개장', '흑미밥', '포기김치']"
2020-11-10,2020,11,10,1,0,"['도라지볶음', '버섯숙회*초장', '동파육', '청경채', '꽈배기도넛', '귀리밥', '찰현미밥', '양상추샐러드*포도D', '쌀밥', '미역국', '겉절이김치']","['계란후라이', '한식잡채', '깍두기', '채소볶음밥', '요구르트', '자장소스', '유부장국']"
2020-11-11,2020,11,11,2,0,"['한방설렁탕', '골뱅이채소무침', '개성식메밀부침개', '귤', '찰현미밥', '양상추샐러드*오미자D', '쌀밥', '흑미밥', '석박지', '참나물무침']","['얼갈이열무겉절이', '김칫국', '감자채카레볶음', '(New)미니에그슬럿버거', '흑미밥', '간장마늘치킨']"
