,일자,중식메뉴
635,2018-08-31,"['잡곡밥', '도라지생채', '조랭이떡국', '두부새싹구이', '소고기낙지볶음', '포기김치', '쌀밥']"
636,2018-09-03,"['브로컬리오징어숙회', '취나물', '버섯불고기', '콩나물국', '잡곡밥', '포기김치', '쌀밥']"
637,2018-09-04,"['들깨시래기국', '동파삼겹수육', '잡곡밥', '야채스틱*쌈장', '배추겉절이', '녹두전', '쌀밥']"
638,2018-09-05,"['맑은국', '김치제육덮밥', '열무김치', '무생채', '오징어튀김', '샐러드파스타']"
639,2018-09-06,"['간장찜닭', '연두부*양념장', '잡곡밥', '꽃게탕', '마늘쫑무침', '포기김치', '쌀밥']"
640,2018-09-07,"['매운주꾸미볶음', '잡곡밥', '새송이버섯전', '건파래무침', '포기김치', '미역국', '쌀밥']"
641,2018-09-10,"['돈육고추장불고기', '감자채볶음', '잡곡밥', '연두부국', '양배추쌈', '포기김치', '쌀밥']"
642,2018-09-11,"['잡곡밥', '닭매운찜', '두부스테이크', '쇠고기미역국', '흑임자연근샐러드', '포기김치', '쌀밥']"
643,2018-09-12,"['소불고기덮밥', '가쯔오장국', '*발사믹소스', '구운채소', '오복지무침', '포기김치', '오징어튀김']"
644,2018-09-13,"['시래기국', '등갈비김치찜', '잡곡밥', '부추전', '포기김치', '콩나물무침', '쌀밥']"
645,2018-09-14,"['고추장찌개', '언양식불고기', '잡곡밥', '계란말이', '포기김치', '상추파무침', '쌀밥']"
646,2018-09-17,"['돈육굴소스볶음', '골뱅이무침*소면', '잡곡밥', '무생채', '포기김치', '쌀밥', '어묵국']"
647,2018-09-18,"['아삭고추무침', '잡곡밥', '류산슬', '닭개장', '김치전', '포기김치', '쌀밥']"
648,2018-09-19,"['카레덮밥', '유부장국', '쨔샤이무침', '메밀전병만두', '감자프리타타', '포기김치', '과일']"
649,2018-09-20,"['소고기장조림', '잡곡밥', '꽃게탕', '명태조림', '포기김치', '파래김*양념장', '쌀밥']"
650,2018-09-21,"['돼지갈비찜', '쭈꾸미숙회무침', '송편', '잡곡밥', '식혜', '아욱된장국', '배추겉절이', '잡채', '쌀밥']"
651,2018-10-08,"['돈육고추장불고기', '감자채볶음', '모듬쌈', '잡곡밥', '어묵탕', '포기김치', '쌀밥']"
652,2018-10-10,"['맑은국', '오이초무침', '곤드레밥*강된장', '돈육강정', '포기김치', '사과고구마그라탱']"
653,2018-10-11,"['잡곡밥', '오징어볶음', '단호박계란찜', '청경채사과무침', '포기김치', '들깨버섯국', '쌀밥']"
654,2018-10-12,"['오징어젓무침', '석박지', '과일', '잡곡밥', '야채스틱', '김치전', '쌀밥', '설렁탕']"
655,2018-10-15,"['열무된장국', '버섯불고기', '잡곡밥', '맛살겨자채', '깻잎지', '포기김치', '쌀밥']"
656,2018-10-16,"['우엉잡채', '매운소고기무국', '잡곡밥', '참나물생채', '조기구이', '포기김치', '쌀밥']"
657,2018-10-17,"['생선가스*칠리소스', '콩나물밥', '유부장국', '땅콩조림', '가래떡구이*조청', '포기김치']"
658,2018-10-18,"['브로컬리들깨찜', '해물파전', '열무김치', '감자국', '잡곡밥', '김치제육볶음', '쌀밥']"
659,2018-10-19,"['오징어국', '호박나물', '연두부*양념장', '잡곡밥', '포기김치', '닭갈비', '쌀밥']"
660,2018-10-22,"['고추장찌개', '돈육간장불고기', '잡곡밥', '오이무침', '야채계란찜', '포기김치', '쌀밥']"
661,2018-10-23,"['잡곡밥', '메밀전병만두', '닭볶음탕', '포기김치', '쌀밥', '파래김*양념장', '콩비지찌개']"
662,2018-10-24,"['어묵볶음', '등갈비김치찜', '깍두기', '콩나물국', '잡곡밥', '톳두부무침', '쌀밥']"
663,2018-10-25,"['쇠고기낙지볶음', '잡곡밥', '시금치프리타타', '방풍나물', '얼갈이국', '포기김치', '쌀밥']"
664,2018-10-26,"['잡곡밥', '오징어볶음', '배추겉절이', '두부새싹구이', '근대국', '시금치나물', '쌀밥']"
665,2018-10-29,"['홍어채무침', '황태국', '잡곡밥', '소불고기', '포기김치', '콩나물무침', '쌀밥']"
666,2018-10-30,"['동파삼겹수육', '잡곡밥', '쫑상추무침', '배추겉절이', '실곤약야채무침', '쌀밥', '어묵국']"
667,2018-10-31,"['수제돈가스', '콩나물국', '잡곡밥', '반달호박나물', '닭살겨자채', '포기김치', '쌀밥']"
668,2018-11-01,"['시래기국', '잡곡밥', '새송이버섯전', '청경채생채', '마늘간장치킨', '포기김치', '쌀밥']"
669,2018-11-02,"['잡곡밥', '배추된장국', '무쌈', '훈제오리구이', '양파절임', '포기김치', '참치야채전', '쌀밥']"
670,2018-11-05,"['도라지초무침', '쇠고기샤브국', '잡곡밥', '오징어볶음', '단호박계란찜', '포기김치', '쌀밥']"
671,2018-11-06,"['해파리냉채', '매운콩나물국', '잡곡밥', '배추겉절이', '닭데리야끼구이', '치커리생채', '쌀밥']"
672,2018-11-07,"['오징어젓무침', '맑은국', '곤드레밥*강된장', '탕평채', '사천식탕수육', '포기김치']"
673,2018-11-08,"['동태포전', '잡곡밥', '무생채', '포기김치', '닭갈비', '미역국', '쌀밥']"
674,2018-11-09,"['고등어구이', '육개장', '잡곡밥', '연근조림', '비엔나케찹볶음', '포기김치', '쌀밥']"
675,2018-11-12,"['소고기불고기', '순두부찌개', '골뱅이무침*소면', '아삭고추무침', '잡곡밥', '포기김치', '쌀밥']"
676,2018-11-13,"['유채나물', '청국장찌개', '두부양념조림', '잡곡밥', '돈육강정', '포기김치', '쌀밥']"
677,2018-11-14,"['꽃맛살샐러드', '치킨핑거*요거트드레싱', '팽이장국', '얼갈이겉절이', '포기김치', '콩나물밥*양념장']"
678,2018-11-15,"['아욱국', '오징어숙회무침', '유자청제육볶음', '상추무침', '잡곡밥', '포기김치', '쌀밥']"
679,2018-11-16,"['깍두기', '부추깻잎전', '언양식불고기', '알탕', '잡곡밥', '도토리묵무침', '쌀밥']"
680,2018-11-19,"['돈육굴소스볶음', '매운어묵볶음', '잡곡밥', '꽃게탕', '포기김치', '콩나물무침', '쌀밥']"
681,2018-11-20,"['들깨시래기국', '메추리알조림', '잡곡밥', '주꾸미볶음', '통도라지구이', '포기김치', '쌀밥']"
682,2018-11-21,"['카레덮밥', '맑은국', '오이무침', '파스타샐러드', '새우까스*탈탈소스', '포기김치']"
683,2018-11-22,"['콩나물국', '잡곡밥', '닭볶음탕', '두부구이*양념장', '물파래무침', '포기김치', '쌀밥']"
684,2018-11-23,"['취나물', '버섯불고기', '잡곡밥', '쫄면무침', '배추겉절이', '근대국', '쌀밥']"
685,2018-11-26,"['잡곡밥', '얼갈이국', '감자프리타타', '참나물생채', '포기김치', '닭갈비', '쌀밥']"
686,2018-11-27,"['늙은호박전', '연두부*양념장', '잡곡밥', '배추된장국', '짬뽕불고기', '포기김치', '쌀밥']"
687,2018-11-28,"['가쯔오장국', '나물비빔밥', '군고구마', '과일샐러드', '포기김치', '오징어튀김']"
688,2018-11-29,"['두부김치국', '알타리김치', '물미역*초장', '잡곡밥', '레몬탕수육', '어묵꽈리고추볶음', '쌀밥']"
689,2018-11-30,"['잡곡밥', '해물누룽지탕', '계란말이', '매운버섯국', '포기김치', '얼갈이생채', '쌀밥']"
690,2018-12-03,"['쇠고기낙지볶음', '세발나물', '잡곡밥', '계란찜', '포기김치', '미역국', '쌀밥']"
691,2018-12-04,"['도라지초무침', '잡곡밥', '유린기', '배추겉절이', '모듬버섯볶음', '차돌박이찌개', '쌀밥']"
692,2018-12-05,"['주꾸미초무침', '유부장국', '언양식불고기', '파래김*양념장', '포기김치', '단호박영양밥']"
693,2018-12-06,"['오리불고기', '콩나물국', '잡곡밥', '셀프무쌈말이', '쫑상추무침', '포기김치', '쌀밥']"
694,2018-12-07,"['쇠고기모듬장조림', '동그랑땡전', '잡곡밥', '떡만두국', '깻잎지', '포기김치', '쌀밥']"
695,2018-12-10,"['아욱국', '감자그라탕', '잡곡밥', '제육볶음', '포기김치', '콩나물파채무침', '쌀밥']"
696,2018-12-11,"['알타리김치', '등갈비김치찜', '잡곡밥', '메밀전', '도토리묵무침', '쌀밥', '시금치국']"
697,2018-12-12,"['실곤약초무침', '가쯔오국', '배추겉절이', '가자미튀김', '고추잡채*꽃빵', '콩나물밥*양념장']"
698,2018-12-13,"['동파삼겹수육', '참나물겉절이', '잡곡밥', '매운어묵국', '맛살전', '포기김치', '쌀밥']"
699,2018-12-14,"['잡곡밥', '방풍나물', '치즈함박스테이크', '두부조림', '포기김치', '동태찌개', '쌀밥']"
700,2018-12-17,"['메추리알조림', '콩나물국', '잡곡밥', '짬뽕불고기', '건새우마늘쫑볶음', '포기김치', '쌀밥']"
701,2018-12-18,"['잡곡밥', '닭볶음탕', '배추겉절이', '해물김치전', '물파래무침', '연두부탕', '쌀밥']"
702,2018-12-19,"['팽이장국', '곤드레밥*강된장', '쫄면무침', '탕수어', '치커리유자청생채', '포기김치']"
703,2018-12-20,"['돼지갈비찜', '알타리김치', '호박나물', '잡곡밥', '두부새싹구이', '근대국', '쌀밥']"
704,2018-12-21,"['잡곡밥', '고기전', '갈치양념조림', '비트무생채', '닭개장', '포기김치', '쌀밥']"
705,2018-12-24,"['매운어묵볶음', '부추생채', '열무된장국', '크리스마스케익', '쌈무', '잡곡밥', '훈제오리구이', '포기김치', '쌀밥']"
706,2018-12-26,"['아욱국', '돈육굴소스볶음', '골뱅이무침*소면', '잡곡밥', '얼갈이나물', '포기김치', '쌀밥']"
707,2018-12-27,"['순두부찌개', '잡곡밥', '오징어볶음', '계란말이', '참나물땅콩무침', '포기김치', '쌀밥']"
708,2018-12-28,"['유채나물', '고추장찌개', '버섯불고기', '잡곡밥', '해물동그랑땡', '포기김치', '쌀밥']"
709,2018-12-31,"['돈육고추장불고기', '감자채볶음', '콩나물국', '잡곡밥', '양배추쌈', '포기김치', '쌀밥']"
710,2019-01-02,"['떡국', '해물파전', '도라지오이무침', '잡곡밥', '식혜', '포기김치', '쌀밥', '소갈비찜']"
711,2019-01-03,"['주꾸미초무침', '안동찜닭', '잡곡밥', '꽈리고추찜', '차돌박이찌개', '포기김치', '쌀밥']"
712,2019-01-04,"['두부김치국', '언양식불고기', '잡곡밥', '물미역무침', '삼치구이', '포기김치', '쌀밥']"
713,2019-01-07,"['시래기국', '쇠고기숙주볶음', '늙은호박전', '부추생채', '잡곡밥', '포기김치', '쌀밥']"
714,2019-01-08,"['고등어구이', '콩나물국', '잡곡밥', '치즈함박스테이크', '청경채생채', '포기김치', '쌀밥']"
715,2019-01-09,"['맑은국', '비빔밥', '치킨핑거*요거트소스', '포기김치', '하와이안샐러드', '검정콩조림']"
716,2019-01-10,"['육개장', '깍두기', '잡곡밥', '감자프리타타', '깻잎지', '탕수육', '쌀밥']"
717,2019-01-11,"['잡곡밥', '메밀전', '꽃게탕', '고추잡채*꽃빵', '시금치나물', '포기김치', '쌀밥']"
718,2019-01-14,"['감자채볶음', '돈육굴소스볶음', '알탕', '잡곡밥', '마늘쫑무침', '포기김치', '쌀밥']"
719,2019-01-15,"['알타리김치', '해파리냉채', '잡곡밥', '치커리유자청생채', '쌀밥', '등갈비김치말이', '어묵국']"
720,2019-01-16,"['맑은국', '군만두', '짜장덮밥', '유산슬', '단무지', '포기김치', '오렌지']"
721,2019-01-17,"['쇠고기낙지볶음', '잡곡밥', '배추겉절이', '오이무침', '봄동된장국', '두부스테이크', '쌀밥']"
722,2019-01-18,"['실곤약초무침', '잡곡밥', '우엉조림', '포기김치', '쌀밥', '콩나물김치국', '순살파닭']"
723,2019-01-21,"['고추장찌개', '버섯불고기', '잡곡밥', '야채계란찜', '오이사과무침', '포기김치', '쌀밥']"
724,2019-01-22,"['알타리김치', '잡곡밥', '배추된장국', '새송이버섯전', '닭볶음탕', '청경채생채', '쌀밥']"
725,2019-01-23,"['생선까스*탈탈소스', '콩나물밥', '맑은국', '파스타샐러드', '오복지무침', '포기김치']"
726,2019-01-24,"['누룽지탕수육', '취나물', '잡곡밥', '얼갈이국', '포기김치', '오징어초무침', '쌀밥']"
727,2019-01-25,"['도라지나물', '잡곡밥', '수제비국', '짬뽕불고기', '멸치호두볶음', '배추겉절이', '쌀밥']"
728,2019-01-28,"['브로컬리들깨찜', '된장찌개', '잡곡밥', '김치제육볶음', '포기김치', '사과고구마그라탱', '쌀밥']"
729,2019-01-29,"['유채나물', '치킨무', '잡곡밥', '양파치킨', '새알만두국', '포기김치', '돈육잡채', '쌀밥']"
730,2019-01-30,"['카레덮밥', '유부장국', '쫄면무침', '오이무침', '새우까스*칠리소스', '포기김치']"
731,2019-01-31,"['청국장찌개', '잡곡밥', '비엔나감자볶음', '갈치구이', '포기김치', '콩나물겨자채무침', '쌀밥']"
732,2019-02-01,"['해물파전', '동파삼겹수육', '간장깻잎지', '잡곡밥', '포기김치', '쌀밥', '시금치국']"
733,2019-02-07,"['매운어묵볶음', '부추생채', '열무된장국', '쌈무', '잡곡밥', '훈제오리구이', '포기김치', '쌀밥']"
734,2019-02-08,"['알타리김치', '황태국', '들깨버섯무침', '잡곡밥', '제육볶음', '숙주나물', '쌀밥']"
735,2019-02-11,"['포기김치', '실곤약초무침', '잡곡밥', '계란말이', '소불고기', '쌀밥', '어묵국']"
736,2019-02-12,"['순두부찌개', '물미역*초장', '잡곡밥', '옥수수전', '돈육장조림', '포기김치', '쌀밥']"
737,2019-02-13,"['맑은국', '메추리알조림', '오복지무침', '고구마튀김', '낙지비빔밥', '포기김치']"
738,2019-02-14,"['카레감자채볶음', '양배추쌈*쌈장', '잡곡밥', '꽃게탕', '포기김치', '미니채소떡갈비', '쌀밥']"
739,2019-02-15,"['연두부*양념장', '잡곡밥', '오징어볶음', '봄동된장국', '미역줄기볶음', '포기김치', '쌀밥']"
740,2019-02-18,"['유채나물', '잡곡밥', '새송이버섯전', '치즈함박스테이크', '포기김치', '쌀밥', '콩비지찌개']"
741,2019-02-19,"['굴비구이', '오징어야채무침', '보름나물', '구이김', '차돌박이찌개', '부럼', '포기김치', '오곡밥', '쌀밥']"
742,2019-02-20,"['치킨핑거', '맑은국', '곤드레밥*양념장', '요플레', '무생채', '포기김치', '김치찐만두']"
743,2019-02-21,"['돼지갈비찜', '알타리김치', '아욱국', '잡곡밥', '시금치프리타타', '오이무침', '쌀밥']"
744,2019-02-22,"['언양식불고기', '잡곡밥', '마늘쫑건새우볶음', '돈육김치찌개', '맛살냉채', '포기김치', '쌀밥']"
745,2019-02-25,"['두부양념조림', '고추장찌개', '버섯불고기', '잡곡밥', '참나물', '포기김치', '쌀밥']"
746,2019-02-26,"['고등어구이', '미트볼칠리조림', '잡곡밥', '배추겉절이', '숙주나물', '쇠고기미역국', '쌀밥']"
747,2019-02-27,"['유부장국', '비빔밥', '음료', '떡밤초', '포기김치', '오징어튀김']"
748,2019-02-28,"['콩가루배추된장국', '매운어묵볶음', '무말랭이', '잡곡밥', '포기김치', '돈삼겹보쌈', '쌀밥']"
749,2019-03-04,"['모듬쌈', '돈육간장불고기', '잡곡밥', '해물된장찌개', '옥수수계란찜', '포기김치', '쌀밥']"
750,2019-03-05,"['육개장', '잡곡밥', '얼갈이나물', '삼치구이', '고추잡채*꽃빵', '포기김치', '쌀밥']"
751,2019-03-06,"['알타리김치', '콩나물밥', '미역장국', '유채나물겉절이', '닭가슴살냉채', '코다리강정']"
752,2019-03-07,"['돌나물*초장', '잡곡밥', '북어해장국', '녹두전', '소고기낙지볶음', '포기김치', '쌀밥']"
753,2019-03-08,"['잡곡밥', '비엔나컬리플라워조림', '열무나물무침', '해물누룽지탕', '배추겉절이', '차돌박이찌개', '쌀밥']"
754,2019-03-11,"['쇠고기숙주볶음', '잡곡밥', '감자프리타타', '건새우마늘쫑볶음', '포기김치', '쌀밥', '어묵국']"
755,2019-03-12,"['풋마늘대무침', '안동찜닭', '잡곡밥', '해물김치전', '쑥국', '포기김치', '쌀밥']"
756,2019-03-13,"['카레덮밥', '무말랭이', '쫄면무침', '가쯔오장국', '고구마치즈구이', '포기김치']"
757,2019-03-14,"['우거지해장국', '열무김치', '양념깻잎지', '잡곡밥', '모듬소시지구이', '갈치구이', '쌀밥']"
758,2019-03-15,"['등갈비김치찜', '열무된장국', '호박나물', '잡곡밥', '메밀전병만두', '배추겉절이', '쌀밥']"
759,2019-03-18,"['버섯불고기', '오징어숙회무침', '콩나물국', '잡곡밥', '세발나물', '포기김치', '쌀밥']"
760,2019-03-19,"['아욱국', '잡곡밥', '계란찜', '배추겉절이', '쫑상추무침', '동파육', '쌀밥']"
761,2019-03-20,"['알타리김치', '맑은국', '김치제육덮밥', '시저샐러드', '오이무침', '야채튀김']"
762,2019-03-21,"['깍두기', '동태전', '잡곡밥', '새송이전', '식혜,오렌지,바나나', '봄동겉절이', '쌀밥', '미역국', '한방소갈비찜']"
763,2019-03-22,"['돈육굴소스볶음', '양배추쌈*쌈장', '잡곡밥', '해물된장찌개', '달래두부무침', '포기김치', '쌀밥']"
764,2019-03-25,"['두부구이', '소고기장조림', '잡곡밥', '방풍나물', '꽃게탕', '포기김치', '쌀밥']"
765,2019-03-26,"['들깨버섯무침', '잡곡밥', '제육볶음', '얼갈이나물', '무채국', '포기김치', '쌀밥']"
766,2019-03-27,"['모듬묵샐러드', '가쯔오장국', '배추겉절이', '돈육칠리강정', '숙주나물', '단호박영양밥']"
767,2019-03-28,"['매운돼지갈비찜', '부추팽이겉절이', '열무김치', '잡곡밥', '어묵탕', '야채계란말이', '쌀밥']"
768,2019-03-29,"['미니함박조림', '알탕', '잡곡밥', '셀프무쌈말이', '포기김치', '파래김*양념장', '쌀밥']"
769,2019-04-01,"['치커리무침', '황태국', '잡곡밥', '계란찜', '포기김치', '쌀밥', '소고기숙주볶음']"
770,2019-04-02,"['궁중떡볶음', '잡곡밥', '오징어볶음', '참나물무침', '연두부탕', '포기김치', '쌀밥']"
771,2019-04-03,"['쫄면', '순대볶음', '온두부', '들깨시래기국', '곤드레밥*강된장', '볶음김치']"
772,2019-04-04,"['열무김치', '아삭고추무침', '안동찜닭', '잡곡밥', '야채비빔만두', '돈육김치찌개', '쌀밥']"
773,2019-04-05,"['조랭이떡미역국', '간장깻잎지', '잡곡밥', '짬뽕불고기', '배추겉절이', '맛살전', '쌀밥']"
774,2019-04-08,"['유자청돈육볶음', '된장찌개', '잡곡밥', '모듬쌈*쌈장', '새송이버섯전', '포기김치', '쌀밥']"
775,2019-04-09,"['감자채볶음', '열무김치', '순두부찌개', '견과류조림', '잡곡밥', '주꾸미볶음', '쌀밥']"
776,2019-04-10,"['가쯔오장국', '오복지', '나물비빔밥', '과일샐러드', '포기김치', '오징어튀김']"
777,2019-04-11,"['콩나물국', '잡곡밥', '수제돈까스', '오이무침', '파스타샐러드', '포기김치', '쌀밥']"
778,2019-04-12,"['아욱국', '치커리사과생채', '잡곡밥', '옥수수전', '배추겉절이', '닭오븐구이', '쌀밥']"
779,2019-04-15,"['버섯불고기', '잡곡밥', '시금치프리타타', '도라지오이생채', '매운어묵국', '포기김치', '쌀밥']"
780,2019-04-16,"['우엉잡채', '열무된장국', '잡곡밥', '고구마순나물', '닭볶음탕', '포기김치', '쌀밥']"
781,2019-04-17,"['떡국', '계란장조림', '잡곡밥', '양념깻잎지', '오징어볶음', '포기김치', '쌀밥']"
782,2019-04-18,"['어묵볶음', '미트볼케찹조림', '열무김치', '세발나물', '잡곡밥', '매운버섯국', '쌀밥']"
783,2019-04-19,"['맑은국', '군만두', '짜장덮밥', '(쌀,돈육국내산)', '단무지', '사천식탕수육', '포기김치']"
784,2019-04-22,"['들깨시래기국', '유자청돈육볶음', '양배추쌈*쌈장', '잡곡밥', '콩나물겨자채', '포기김치', '쌀밥']"
785,2019-04-23,"['골뱅이무침*소면', '된장찌개', '잡곡밥', '취나물무침', '쇠고기장조림', '포기김치', '쌀밥']"
786,2019-04-24,"['미소장국', '떡볶이', '언양식불고기', '방울토마토', '카레라이스', '포기김치']"
787,2019-04-25,"['두부김치국', '열무김치', '잡곡밥', '해물누룽지탕', '무나물', '두부카프레제', '쌀밥']"
788,2019-04-26,"['잡곡밥', '(쌀,돈육국내산)', '황태양념구이', '돈육간장강정', '숙주나물', '포기김치', '미역국', '쌀밥']"
789,2019-04-29,"['부추생채', '버섯불고기', '잡곡밥', '계란찜', '김치콩나물국', '포기김치', '쌀밥']"
790,2019-04-30,"['잡곡밥', '모듬묵샐러드', '연근조림', '오징어볶음', '소고기샤브국', '포기김치', '쌀밥']"
791,2019-05-02,"['안동찜닭', '버섯볶음', '잡곡밥', '해물된장찌개', '치커리생채', '포기김치', '쌀밥']"
792,2019-05-03,"['사각어묵무침', '단배추나물', '순두부찌개', '잡곡밥', '(쌀,돈육국내산)', '배추겉절이', '미니채소떡갈비', '쌀밥']"
793,2019-05-07,"['쌈무', '잡곡밥', '훈제오리구이', '두부조림', '양파절임', '포기김치', '쌀밥', '어묵국']"
794,2019-05-08,"['콩나물밥', '치킨핑거', '메추리알조림', '요거트D', '가쯔오장국', '청경채생채', '포기김치']"
795,2019-05-09,"['보쌈', '무말랭이무침', '잡곡밥', '배추겉절이', '근대국', '마늘', '고추', '상추쌈', '쌀밥']"
796,2019-05-10,"['참치김치찌개', '실곤약초무침', '소고기장조림', '깍두기', '잡곡밥', '셀프무쌈말이', '쌀밥']"
797,2019-05-13,"['아욱국', '호박나물', '잡곡밥', '제육볶음', '해파리겨자채', '포기김치', '쌀밥']"
798,2019-05-14,"['차돌된장찌개', '잡곡밥', '고기전', '해물청경채볶음', '미역줄기볶음', '포기김치', '쌀밥']"
799,2019-05-15,"['산채비빔밥', '치킨너겟*머스타드', '가쯔오장국', '연근땅콩조림', '콘샐러드', '포기김치']"
800,2019-05-16,"['돼지갈비찜', '취나물', '잡곡밥', '계란말이', '연두부탕', '포기김치', '쌀밥']"
801,2019-05-17,"['치커리유자청무침', '온두부', '잡곡밥', '볶음김치', '탕수어', '쌀밥', '버섯매운탕']"
802,2019-05-20,"['된장찌개', '잡곡밥', '코다리조림', '방풍나물', '포기김치', '소고기숙주나물볶음', '쌀밥']"
803,2019-05-21,"['열무김치', '잡곡밥', '수원왕갈비통닭', '참나물생채', '해물순두부찌개', '사각어묵볶음', '쌀밥']"
804,2019-05-22,"['도토리묵야채무침', '연두부*양념장', '잡곡밥', '새송이떡갈비구이', '꽃게탕', '포기김치', '쌀밥']"
805,2019-05-23,"['소고기국', '잡곡밥', '시금치고추장무침', '돈육장조림', '가자미튀김', '포기김치', '쌀밥']"
806,2019-05-24,"['땅콩조림', '콩나물국', '계란찜', '부추전', '낙지비빔밥', '포기김치']"
807,2019-05-27,"['잡곡밥', '시금치프리타타', '쫑상추무침', '돈육콩나물불고기', '북어국', '포기김치', '쌀밥']"
808,2019-05-28,"['오징어국', '안동찜닭', '잡곡밥', '감자채전', '오이소박이', '포기김치', '쌀밥']"
809,2019-05-29,"['마파두부', '돈나물유자청무침', '수제돈가스', '잡곡밥', '배추된장국', '포기김치', '쌀밥']"
810,2019-05-30,"['고등어구이', '육개장', '깍두기', '잡곡밥', '야채비빔만두', '파래김*양념장', '쌀밥']"
811,2019-05-31,"['맑은국', '동태전', '마늘쫑무침', '함박스테이크', '포기김치', '봄나물비빔밥']"
812,2019-06-03,"['메추리알조림', '콩나물국', '잡곡밥', '모듬쌈*쌈장', '짬뽕불고기', '포기김치', '쌀밥']"
813,2019-06-04,"['아욱국', '등갈비김치찜', '열무김치', '잡곡밥', '두부계란부침', '콩나물무침', '쌀밥']"
814,2019-06-05,"['맑은국', '코다리조림', '계란말이', '과일샐러드', '포기김치', '곤드레밥*양념장']"
815,2019-06-07,"['고추장찌개', '언양식불고기', '잡곡밥', '오이무침', '버섯잡채', '포기김치', '쌀밥']"
816,2019-06-10,"['골뱅이무침*소면', '잡곡밥', '매운어묵국', '숙주나물', '소불고기', '포기김치', '쌀밥']"
817,2019-06-11,"['땅콩조림', '열무김치', '연두부*양념장', '잡곡밥', '오징어볶음', '부대찌개', '쌀밥']"
818,2019-06-12,"['맑은국', '김치제육덮밥', '깍두기', '사과고구마그라탕', '오복지무침', '맛살냉채']"
819,2019-06-13,"['신김치도토리묵', '잡곡밥', '옹심이만두국', '닭볶음탕', '치커리유자청생채', '포기김치', '쌀밥']"
820,2019-06-14,"['오이냉국', '해물파전', '양념깻잎지', '잡곡밥', '사천식탕수육', '포기김치', '쌀밥']"
821,2019-06-17,"['열무된장국', '잡곡밥', '취나물무침', '돼지고기유자청볶음', '포기김치', '잡채', '쌀밥']"
822,2019-06-18,"['매운돼지갈비찜', '잡곡밥', '무생채', '북어해장국', '흑임자연근샐러드', '포기김치', '쌀밥']"
823,2019-06-19,"['맑은국', '짜장덮밥', '쨔샤이무침', '물만두', '단무지', '깐풍기', '포기김치']"
824,2019-06-20,"['아삭고추무침', '감자국', '잡곡밥', '시금치프리타타', '주꾸미볶음', '포기김치', '쌀밥']"
825,2019-06-21,"['청국장찌개', '소고기장조림', '잡곡밥', '사과오이초무침', '김치전', '포기김치', '쌀밥']"
826,2019-06-24,"['포기김치', '가지나물', '잡곡밥', '옥수수계란찜', '소불고기', '쌀밥', '어묵국']"
827,2019-06-25,"['참치김치찌개', '해파리냉채', '열무김치', '잡곡밥', '돈육장조림', '맛살전', '쌀밥']"
828,2019-06-26,"['카레덮밥', '무말랭이', '쫄면무침', '가쯔오장국', '고구마치즈구이', '포기김치']"
829,2019-06-27,"['잡곡밥', '소고기미역국', '비엔나볶음', '배추겉절이', '양념치킨', '파래김*양념장', '쌀밥']"
830,2019-06-28,"['꽃맛살샐러드', '치킨핑거*요거트드레싱', '팽이장국', '얼갈이겉절이', '포기김치', '콩나물밥*양념장']"
831,2019-07-01,"['매운어묵볶음', '순두부찌개', '잡곡밥', '치즈함박스테이크', '청경채생채', '포기김치', '쌀밥']"
832,2019-07-02,"['우엉잡채', '사과오이냉국', '쇠고기낙지볶음', '잡곡밥', '쫑상추무침', '포기김치', '쌀밥']"
833,2019-07-03,"['맑은국', '마파두부덮밥', '치킨너겟', '파스타샐러드', '찐옥수수', '포기김치']"
834,2019-07-04,"['감자채볶음', '열무된장국', '호박잎*양배추쌈', '잡곡밥', '짬뽕불고기', '포기김치', '쌀밥']"
835,2019-07-05,"['동그랑땡전', '열무김치', '쌈무', '잡곡밥', '부추겉절이', '훈제오리구이', '김치두부국', '양파절임', '쌀밥']"
836,2019-07-08,"['오징어국', '버섯불고기', '잡곡밥', '꽃맛살볶음', '치커리유자청생채', '포기김치', '쌀밥']"
837,2019-07-09,"['시래기국', '잡곡밥', '도라지생채', '닭볶음탕', '어묵꽈리볶음', '포기김치', '쌀밥']"
838,2019-07-10,"['시저샐러드', '가쯔오장국', '깐풍육', '오복지무침', '포기김치', '열무보리비빔밥']"
839,2019-07-11,"['무말랭이', '잡곡밥', '배추겉절이', '해물김치전', '근대국', '삼겹보쌈', '쌀밥']"
840,2019-07-12,"['찹쌀밥', '수제석박지', '수박', '생야채&쌈장', '<초복특식>', '삼계탕']"
841,2019-07-15,"['돈육굴소스볶음', '잡곡밥', '주꾸미야채무침', '차돌박이찌개', '시금치나물', '포기김치', '쌀밥']"
842,2019-07-16,"['열무김치', '잡곡밥', '셀프무쌈말이', '북어계란국', '닭갈비', '간장두부조림', '쌀밥']"
843,2019-07-17,"['미소장국', '산채비빔밥', '아삭고추무침', '요플레', '야채튀김', '포기김치']"
844,2019-07-18,"['모듬묵양념장', '잡곡밥', '참나물생채', '배추겉절이', '돈육김치찌개', '미니채소떡갈비', '쌀밥']"
845,2019-07-19,"['포기김치', '잡곡밥', '비엔나감자볶음', '갈치구이', '무생채', '쌀밥', '소고기무국']"
846,2019-07-22,"['잡곡밥', '치킨샐러드', '양파짱아찌', '매운어묵국', '포기김치', '쌀밥', '소고기숙주볶음']"
